General : Start date,"6/7/2019"
Strain : Time at removal,,s
Specimen properties : Specimen label,"AbaPanu#7"
Specimen properties : Thickness,"10.15000",mm
Specimen properties : Width,"10.10000",mm
Modulus (Automatic) : X-intercept at Modulus (Automatic),"0.15818",mm/mm
Modulus (Automatic) : Y-intercept at Modulus (Automatic),"-912.86871",MPa
Modulus (Automatic) : Modulus (Automatic),"5,771.14202",MPa
Poisson's ratio (Chord) : Poisson's ratio (Chord),
Poisson's ratio (Chord) : X-intercept at Poisson's ratio (Chord),,mm/mm
Poisson's ratio (Chord) : Y-intercept at Poisson's ratio (Chord),,mm/mm
Specimen properties : Final thickness,"10.15000",mm
Specimen properties : Final width,"10.10000",mm
Specimen properties : Final anvil height,"10.16000",mm
Strain : Compressive strain (Extension) gauge length,"10.16000",mm

Time,Extension,Load,Compressive stress,Compressive extension,Compressive strain (Extension)
(s),(mm),(N),(MPa),(mm),(mm/mm)
"48.90000","1.49879","817.65460","7.97595","1.49879","0.14752"
"49.00000","1.49921","825.64453","8.05389","1.49921","0.14756"
"49.10000","1.49963","834.01331","8.13552","1.49963","0.14760"
"49.20000","1.50007","842.44928","8.21781","1.50007","0.14764"
"49.30000","1.50048","851.01886","8.30141","1.50048","0.14768"
"49.40000","1.50083","857.66870","8.36627","1.50083","0.14772"
"49.50000","1.50117","864.74402","8.43529","1.50117","0.14775"
"49.60000","1.50157","872.78949","8.51377","1.50157","0.14779"
"49.70000","1.50203","882.68304","8.61028","1.50203","0.14784"
"49.80000","1.50251","891.84045","8.69961","1.50251","0.14788"
"49.90000","1.50296","901.94073","8.79813","1.50296","0.14793"
"50.00000","1.50335","910.05756","8.87731","1.50335","0.14797"
"50.10000","1.50376","917.99042","8.95469","1.50376","0.14801"
"50.20000","1.50416","926.64960","9.03916","1.50416","0.14805"
"50.30000","1.50456","934.39264","9.11469","1.50456","0.14809"
"50.40000","1.50501","943.86896","9.20713","1.50501","0.14813"
"50.50000","1.50545","953.09924","9.29717","1.50545","0.14817"
"50.60000","1.50578","960.97266","9.37397","1.50578","0.14821"
"50.70000","1.50616","967.24451","9.43515","1.50616","0.14824"
"50.80000","1.50656","976.28162","9.52330","1.50656","0.14828"
"50.90000","1.50700","985.58063","9.61401","1.50700","0.14833"
"51.00000","1.50749","995.69604","9.71269","1.50749","0.14838"
"51.10000","1.50794","1,006.82593","9.82125","1.50794","0.14842"
"51.20000","1.50833","1,014.97394","9.90074","1.50833","0.14846"
"51.30000","1.50873","1,023.60223","9.98490","1.50873","0.14850"
"51.40000","1.50916","1,031.52686","10.06220","1.50916","0.14854"
"51.50000","1.50960","1,041.74951","10.16192","1.50960","0.14858"
"51.60000","1.51005","1,051.34155","10.25549","1.51005","0.14863"
"51.70000","1.51045","1,060.73779","10.34715","1.51045","0.14867"
"51.80000","1.51079","1,068.41199","10.42201","1.51079","0.14870"
"51.90000","1.51113","1,075.24829","10.48869","1.51113","0.14873"
"52.00000","1.51156","1,084.46704","10.57862","1.51156","0.14878"
"52.10000","1.51205","1,096.19519","10.69302","1.51205","0.14882"
"52.20000","1.51249","1,106.08289","10.78947","1.51249","0.14887"
"52.30000","1.51293","1,116.66223","10.89267","1.51293","0.14891"
"52.40000","1.51333","1,124.77856","10.97184","1.51333","0.14895"
"52.50000","1.51374","1,134.62915","11.06793","1.51374","0.14899"
"52.60000","1.51417","1,144.50061","11.16423","1.51417","0.14903"
"52.70000","1.51461","1,153.74573","11.25441","1.51461","0.14908"
"52.80000","1.51506","1,165.36743","11.36777","1.51506","0.14912"
"52.90000","1.51548","1,174.73608","11.45916","1.51548","0.14916"
"53.00000","1.51581","1,182.24292","11.53239","1.51581","0.14919"
"53.10000","1.51617","1,190.51855","11.61312","1.51617","0.14923"
"53.20000","1.51659","1,199.78796","11.70354","1.51659","0.14927"
"53.30000","1.51704","1,210.38330","11.80689","1.51704","0.14932"
"53.40000","1.51748","1,220.82544","11.90875","1.51748","0.14936"
"53.50000","1.51792","1,231.87036","12.01649","1.51792","0.14940"
"53.60000","1.51834","1,241.38733","12.10932","1.51834","0.14944"
"53.70000","1.51877","1,250.66553","12.19983","1.51877","0.14949"
"53.80000","1.51919","1,261.38208","12.30437","1.51919","0.14953"
"53.90000","1.51964","1,272.16943","12.40959","1.51964","0.14957"
"54.00000","1.52009","1,283.09033","12.51612","1.52009","0.14962"
"54.10000","1.52048","1,292.88525","12.61167","1.52048","0.14965"
"54.20000","1.52079","1,299.46704","12.67587","1.52079","0.14968"
"54.30000","1.52113","1,306.68054","12.74624","1.52113","0.14972"
"54.40000","1.52154","1,316.50146","12.84204","1.52154","0.14976"
"54.50000","1.52199","1,326.90393","12.94351","1.52199","0.14980"
"54.60000","1.52245","1,338.43774","13.05602","1.52245","0.14985"
"54.70000","1.52292","1,350.40845","13.17279","1.52292","0.14989"
"54.80000","1.52334","1,360.58557","13.27206","1.52334","0.14993"
"54.90000","1.52375","1,370.73181","13.37104","1.52375","0.14998"
"55.00000","1.52419","1,381.49353","13.47601","1.52419","0.15002"
"55.10000","1.52464","1,392.68384","13.58517","1.52464","0.15006"
"55.20000","1.52510","1,404.25110","13.69801","1.52510","0.15011"
"55.30000","1.52548","1,415.09546","13.80379","1.52548","0.15015"
"55.40000","1.52579","1,422.33484","13.87441","1.52579","0.15018"
"55.50000","1.52613","1,429.23499","13.94172","1.52613","0.15021"
"55.60000","1.52656","1,439.41003","14.04097","1.52656","0.15025"
"55.70000","1.52704","1,452.37451","14.16743","1.52704","0.15030"
"55.80000","1.52752","1,464.71277","14.28779","1.52752","0.15035"
"55.90000","1.52799","1,476.89294","14.40660","1.52799","0.15039"
"56.00000","1.52840","1,488.04810","14.51542","1.52840","0.15043"
"56.10000","1.52880","1,497.33044","14.60596","1.52880","0.15047"
"56.20000","1.52925","1,508.20776","14.71207","1.52925","0.15052"
"56.30000","1.52965","1,519.17114","14.81901","1.52965","0.15056"
"56.40000","1.53006","1,530.13574","14.92597","1.53006","0.15060"
"56.50000","1.53039","1,539.05042","15.01293","1.53039","0.15063"
"56.60000","1.53071","1,546.37585","15.08439","1.53071","0.15066"
"56.70000","1.53107","1,554.62256","15.16483","1.53107","0.15070"
"56.80000","1.53153","1,565.68811","15.27277","1.53153","0.15074"
"56.90000","1.53203","1,578.59290","15.39865","1.53203","0.15079"
"57.00000","1.53253","1,591.95789","15.52902","1.53253","0.15084"
"57.10000","1.53296","1,604.68384","15.65316","1.53296","0.15088"
"57.20000","1.53338","1,614.84375","15.75227","1.53338","0.15092"
"57.30000","1.53380","1,625.92212","15.86033","1.53380","0.15096"
"57.40000","1.53423","1,636.44165","15.96295","1.53423","0.15101"
"57.50000","1.53463","1,646.64160","16.06244","1.53463","0.15105"
"57.60000","1.53505","1,657.43909","16.16777","1.53505","0.15109"
"57.70000","1.53544","1,667.82019","16.26904","1.53544","0.15113"
"57.80000","1.53577","1,676.88574","16.35747","1.53577","0.15116"
"57.90000","1.53613","1,685.29419","16.43949","1.53613","0.15119"
"58.00000","1.53659","1,696.75000","16.55124","1.53659","0.15124"
"58.10000","1.53705","1,709.24158","16.67309","1.53705","0.15128"
"58.20000","1.53752","1,722.05200","16.79805","1.53752","0.15133"
"58.30000","1.53799","1,734.68103","16.92124","1.53799","0.15138"
"58.40000","1.53839","1,746.19128","17.03352","1.53839","0.15142"
"58.50000","1.53878","1,756.69702","17.13600","1.53878","0.15145"
"58.60000","1.53919","1,766.73022","17.23387","1.53919","0.15149"
"58.70000","1.53963","1,779.04211","17.35397","1.53963","0.15154"
"58.80000","1.54008","1,791.31299","17.47367","1.54008","0.15158"
"58.90000","1.54044","1,800.86206","17.56681","1.54044","0.15162"
"59.00000","1.54074","1,808.43225","17.64066","1.54074","0.15165"
"59.10000","1.54112","1,818.01758","17.73416","1.54112","0.15168"
"59.20000","1.54158","1,830.08960","17.85192","1.54158","0.15173"
"59.30000","1.54214","1,845.71863","18.00438","1.54214","0.15179"
"59.40000","1.54257","1,858.56311","18.12967","1.54257","0.15183"
"59.50000","1.54296","1,868.40637","18.22569","1.54296","0.15187"
"59.60000","1.54335","1,878.92505","18.32829","1.54335","0.15190"
"59.70000","1.54376","1,889.30518","18.42955","1.54376","0.15194"
"59.80000","1.54420","1,901.15039","18.54510","1.54420","0.15199"
"59.90000","1.54463","1,913.50940","18.66565","1.54463","0.15203"
"60.00000","1.54508","1,925.32935","18.78095","1.54508","0.15207"
"60.10000","1.54548","1,937.65833","18.90122","1.54548","0.15211"
"60.20000","1.54581","1,946.52209","18.98768","1.54581","0.15215"
"60.30000","1.54619","1,955.35693","19.07386","1.54619","0.15218"
"60.40000","1.54663","1,967.59888","19.19328","1.54663","0.15223"
"60.50000","1.54710","1,980.54431","19.31956","1.54710","0.15227"
"60.60000","1.54755","1,993.78284","19.44869","1.54755","0.15232"
"60.70000","1.54794","2,004.29419","19.55123","1.54794","0.15236"
"60.80000","1.54834","2,015.53455","19.66088","1.54834","0.15240"
"60.90000","1.54874","2,026.14722","19.76440","1.54874","0.15243"
"61.00000","1.54917","2,038.85303","19.88834","1.54917","0.15248"
"61.10000","1.54961","2,050.60278","20.00295","1.54961","0.15252"
"61.20000","1.55007","2,064.55469","20.13905","1.55007","0.15257"
"61.30000","1.55043","2,075.18188","20.24271","1.55043","0.15260"
"61.40000","1.55075","2,083.46606","20.32352","1.55075","0.15263"
"61.50000","1.55114","2,093.28711","20.41932","1.55114","0.15267"
"61.60000","1.55162","2,107.31616","20.55617","1.55162","0.15272"
"61.70000","1.55210","2,121.45728","20.69412","1.55210","0.15277"
"61.80000","1.55255","2,135.02173","20.82643","1.55255","0.15281"
"61.90000","1.55295","2,146.36523","20.93708","1.55295","0.15285"
"62.00000","1.55334","2,157.52881","21.04598","1.55334","0.15289"
"62.10000","1.55377","2,169.36353","21.16142","1.55377","0.15293"
"62.20000","1.55420","2,181.39624","21.27880","1.55420","0.15297"
"62.30000","1.55464","2,193.88916","21.40067","1.55463","0.15302"
"62.40000","1.55508","2,206.32397","21.52196","1.55508","0.15306"
"62.50000","1.55545","2,217.51001","21.63108","1.55545","0.15310"
"62.60000","1.55579","2,227.17725","21.72538","1.55579","0.15313"
"62.70000","1.55618","2,237.76221","21.82863","1.55618","0.15317"
"62.80000","1.55662","2,250.04419","21.94844","1.55662","0.15321"
"62.90000","1.55708","2,264.07812","22.08533","1.55708","0.15326"
"63.00000","1.55751","2,276.04492","22.20207","1.55751","0.15330"
"63.10000","1.55792","2,288.03540","22.31903","1.55792","0.15334"
"63.20000","1.55834","2,299.64575","22.43229","1.55834","0.15338"
"63.30000","1.55875","2,311.09570","22.54398","1.55875","0.15342"
"63.40000","1.55920","2,324.18311","22.67164","1.55920","0.15346"
"63.50000","1.55965","2,337.08081","22.79745","1.55965","0.15351"
"63.60000","1.56005","2,348.55884","22.90942","1.56005","0.15355"
"63.70000","1.56040","2,358.99512","23.01122","1.56040","0.15358"
"63.80000","1.56074","2,367.89941","23.09808","1.56074","0.15362"
"63.90000","1.56113","2,379.33765","23.20965","1.56113","0.15365"
"64.00000","1.56158","2,392.60620","23.33908","1.56158","0.15370"
"64.10000","1.56207","2,406.95044","23.47901","1.56207","0.15375"
"64.20000","1.56251","2,420.89453","23.61503","1.56251","0.15379"
"64.30000","1.56293","2,433.51270","23.73811","1.56293","0.15383"
"64.40000","1.56336","2,445.04541","23.85061","1.56336","0.15387"
"64.50000","1.56377","2,457.27148","23.96987","1.56377","0.15391"
"64.60000","1.56421","2,470.20776","24.09606","1.56421","0.15396"
"64.70000","1.56465","2,483.85815","24.22922","1.56465","0.15400"
"64.80000","1.56508","2,497.05542","24.35795","1.56508","0.15404"
"64.90000","1.56540","2,507.05493","24.45549","1.56540","0.15407"
"65.00000","1.56573","2,515.30029","24.53592","1.56573","0.15411"
"65.10000","1.56613","2,527.14648","24.65148","1.56613","0.15415"
"65.20000","1.56660","2,541.12891","24.78787","1.56660","0.15419"
"65.30000","1.56707","2,555.30347","24.92614","1.56707","0.15424"
"65.40000","1.56751","2,569.04492","25.06019","1.56751","0.15428"
"65.50000","1.56795","2,582.75781","25.19395","1.56795","0.15433"
"65.60000","1.56837","2,594.95581","25.31294","1.56837","0.15437"
"65.70000","1.56879","2,607.40088","25.43434","1.56879","0.15441"
"65.80000","1.56921","2,621.37817","25.57068","1.56921","0.15445"
"65.90000","1.56961","2,632.64062","25.68054","1.56961","0.15449"
"66.00000","1.57000","2,644.35278","25.79479","1.57000","0.15453"
"66.10000","1.57033","2,654.42725","25.89306","1.57033","0.15456"
"66.20000","1.57069","2,663.68652","25.98338","1.57069","0.15460"
"66.30000","1.57111","2,677.11841","26.11441","1.57111","0.15464"
"66.40000","1.57161","2,691.97925","26.25937","1.57161","0.15469"
"66.50000","1.57210","2,707.49268","26.41070","1.57210","0.15473"
"66.60000","1.57256","2,721.83325","26.55058","1.57256","0.15478"
"66.70000","1.57297","2,734.94775","26.67851","1.57297","0.15482"
"66.80000","1.57335","2,746.59839","26.79216","1.57335","0.15486"
"66.90000","1.57376","2,758.56519","26.90889","1.57376","0.15490"
"67.00000","1.57418","2,771.42407","27.03433","1.57418","0.15494"
"67.10000","1.57461","2,785.05078","27.16725","1.57461","0.15498"
"67.20000","1.57503","2,797.99341","27.29350","1.57503","0.15502"
"67.30000","1.57535","2,808.57593","27.39673","1.57535","0.15505"
"67.40000","1.57569","2,817.36157","27.48243","1.57569","0.15509"
"67.50000","1.57612","2,831.33032","27.61869","1.57612","0.15513"
"67.60000","1.57661","2,846.62769","27.76791","1.57661","0.15518"
"67.70000","1.57710","2,862.44873","27.92224","1.57710","0.15523"
"67.80000","1.57754","2,877.29004","28.06701","1.57754","0.15527"
"67.90000","1.57795","2,890.36255","28.19453","1.57795","0.15531"
"68.00000","1.57838","2,904.10327","28.32857","1.57838","0.15535"
"68.10000","1.57880","2,916.58203","28.45030","1.57880","0.15539"
"68.20000","1.57920","2,930.46655","28.58574","1.57920","0.15543"
"68.30000","1.57962","2,942.92944","28.70731","1.57962","0.15547"
"68.40000","1.58001","2,956.50952","28.83978","1.58001","0.15551"
"68.50000","1.58034","2,966.63135","28.93851","1.58034","0.15555"
"68.60000","1.58071","2,978.37207","29.05304","1.58071","0.15558"
"68.70000","1.58113","2,990.97559","29.17598","1.58113","0.15562"
"68.80000","1.58162","3,007.76538","29.33976","1.58162","0.15567"
"68.90000","1.58212","3,024.69971","29.50495","1.58212","0.15572"
"69.00000","1.58260","3,041.82837","29.67203","1.58260","0.15577"
"69.10000","1.58299","3,053.98730","29.79064","1.58299","0.15581"
"69.20000","1.58337","3,066.57471","29.91343","1.58337","0.15584"
"69.30000","1.58378","3,079.37817","30.03832","1.58378","0.15588"
"69.40000","1.58418","3,091.81714","30.15966","1.58418","0.15592"
"69.50000","1.58461","3,106.68506","30.30469","1.58461","0.15597"
"69.60000","1.58503","3,121.71777","30.45133","1.58503","0.15601"
"69.70000","1.58535","3,132.06982","30.55231","1.58535","0.15604"
"69.80000","1.58571","3,142.56421","30.65468","1.58571","0.15607"
"69.90000","1.58615","3,156.79370","30.79348","1.58615","0.15612"
"70.00000","1.58664","3,173.97656","30.96109","1.58664","0.15617"
"70.10000","1.58710","3,190.39673","31.12127","1.58710","0.15621"
"70.20000","1.58755","3,205.46240","31.26823","1.58755","0.15626"
"70.30000","1.58796","3,220.22021","31.41219","1.58796","0.15630"
"70.40000","1.58837","3,233.59375","31.54264","1.58837","0.15634"
"70.50000","1.58879","3,247.27588","31.67611","1.58879","0.15638"
"70.60000","1.58921","3,262.04102","31.82013","1.58921","0.15642"
"70.70000","1.58962","3,275.13892","31.94790","1.58962","0.15646"
"70.80000","1.59003","3,290.64941","32.09920","1.59003","0.15650"
"70.90000","1.59034","3,300.64795","32.19673","1.59034","0.15653"
"71.00000","1.59071","3,312.16528","32.30908","1.59071","0.15657"
"71.10000","1.59116","3,327.21606","32.45589","1.59116","0.15661"
"71.20000","1.59164","3,344.52612","32.62475","1.59164","0.15666"
"71.30000","1.59209","3,360.86133","32.78409","1.59209","0.15670"
"71.40000","1.59251","3,375.29834","32.92492","1.59251","0.15674"
"71.50000","1.59293","3,389.71533","33.06556","1.59293","0.15678"
"71.60000","1.59334","3,404.44556","33.20924","1.59334","0.15682"
"71.70000","1.59376","3,418.43530","33.34571","1.59376","0.15687"
"71.80000","1.59422","3,434.07251","33.49825","1.59422","0.15691"
"71.90000","1.59467","3,450.94653","33.66285","1.59467","0.15696"
"72.00000","1.59508","3,465.48730","33.80468","1.59508","0.15700"
"72.10000","1.59538","3,475.10742","33.89853","1.59538","0.15703"
"72.20000","1.59574","3,485.89648","34.00377","1.59574","0.15706"
"72.30000","1.59617","3,500.68188","34.14800","1.59617","0.15710"
"72.40000","1.59666","3,518.69751","34.32373","1.59666","0.15715"
"72.50000","1.59711","3,535.06909","34.48343","1.59711","0.15720"
"72.60000","1.59752","3,549.31177","34.62236","1.59752","0.15724"
"72.70000","1.59792","3,562.55176","34.75152","1.59792","0.15728"
"72.80000","1.59837","3,578.37231","34.90584","1.59837","0.15732"
"72.90000","1.59880","3,594.39331","35.06212","1.59880","0.15736"
"73.00000","1.59925","3,610.12305","35.21556","1.59925","0.15741"
"73.10000","1.59970","3,626.07764","35.37119","1.59970","0.15745"
"73.20000","1.60006","3,639.47363","35.50187","1.60006","0.15749"
"73.30000","1.60036","3,649.30518","35.59777","1.60036","0.15752"
"73.40000","1.60071","3,661.08618","35.71269","1.60071","0.15755"
"73.50000","1.60113","3,675.78784","35.85610","1.60113","0.15759"
"73.60000","1.60160","3,692.29077","36.01708","1.60160","0.15764"
"73.70000","1.60206","3,709.68457","36.18675","1.60206","0.15768"
"73.80000","1.60253","3,726.74707","36.35319","1.60253","0.15773"
"73.90000","1.60297","3,742.76709","36.50946","1.60297","0.15777"
"74.00000","1.60339","3,757.50439","36.65322","1.60339","0.15781"
"74.10000","1.60382","3,772.69287","36.80137","1.60382","0.15786"
"74.20000","1.60427","3,789.29712","36.96334","1.60427","0.15790"
"74.30000","1.60471","3,805.30615","37.11951","1.60471","0.15794"
"74.40000","1.60505","3,817.97876","37.24312","1.60505","0.15798"
"74.50000","1.60535","3,827.15747","37.33266","1.60535","0.15801"
"74.60000","1.60571","3,838.43555","37.44267","1.60571","0.15804"
"74.70000","1.60614","3,854.83154","37.60261","1.60614","0.15808"
"74.80000","1.60665","3,873.52563","37.78497","1.60665","0.15814"
"74.90000","1.60710","3,890.72974","37.95279","1.60710","0.15818"
"75.00000","1.60754","3,906.13745","38.10308","1.60754","0.15822"
"75.10000","1.60798","3,922.90576","38.26665","1.60798","0.15827"
"75.20000","1.60843","3,938.76489","38.42135","1.60844","0.15831"
"75.30000","1.60885","3,955.02515","38.57996","1.60885","0.15835"
"75.40000","1.60924","3,969.07373","38.71701","1.60924","0.15839"
"75.50000","1.60965","3,982.49316","38.84791","1.60965","0.15843"
"75.60000","1.61001","3,995.97876","38.97945","1.61001","0.15847"
"75.70000","1.61032","4,007.01025","39.08706","1.61032","0.15850"
"75.80000","1.61068","4,018.84375","39.20250","1.61068","0.15853"
"75.90000","1.61112","4,034.18262","39.35212","1.61112","0.15857"
"76.00000","1.61160","4,053.26440","39.53826","1.61160","0.15862"
"76.10000","1.61208","4,071.06348","39.71188","1.61208","0.15867"
"76.20000","1.61254","4,088.31104","39.88013","1.61254","0.15871"
"76.30000","1.61296","4,103.93506","40.03253","1.61296","0.15876"
"76.40000","1.61337","4,118.01562","40.16988","1.61337","0.15880"
"76.50000","1.61380","4,134.51465","40.33083","1.61380","0.15884"
"76.60000","1.61420","4,148.58154","40.46804","1.61420","0.15888"
"76.70000","1.61464","4,164.25244","40.62091","1.61464","0.15892"
"76.80000","1.61502","4,179.75635","40.77214","1.61502","0.15896"
"76.90000","1.61533","4,189.24756","40.86473","1.61533","0.15899"
"77.00000","1.61570","4,202.15039","40.99059","1.61570","0.15903"
"77.10000","1.61613","4,217.32422","41.13861","1.61613","0.15907"
"77.20000","1.61663","4,236.68896","41.32750","1.61663","0.15912"
"77.30000","1.61711","4,255.66357","41.51260","1.61711","0.15916"
"77.40000","1.61755","4,272.90820","41.68081","1.61755","0.15921"
"77.50000","1.61796","4,287.51953","41.82334","1.61796","0.15925"
"77.60000","1.61836","4,302.96631","41.97402","1.61836","0.15929"
"77.70000","1.61877","4,317.93750","42.12006","1.61877","0.15933"
"77.80000","1.61918","4,333.00000","42.26699","1.61918","0.15937"
"77.90000","1.61959","4,348.19385","42.41520","1.61959","0.15941"
"78.00000","1.62000","4,363.62500","42.56572","1.62000","0.15945"
"78.10000","1.62035","4,376.17334","42.68813","1.62035","0.15948"
"78.20000","1.62071","4,387.76660","42.80122","1.62071","0.15952"
"78.30000","1.62114","4,404.76709","42.96705","1.62114","0.15956"
"78.40000","1.62162","4,422.79102","43.14287","1.62162","0.15961"
"78.50000","1.62206","4,440.14355","43.31213","1.62206","0.15965"
"78.60000","1.62253","4,457.57520","43.48217","1.62253","0.15970"
"78.70000","1.62295","4,473.30664","43.63563","1.62295","0.15974"
"78.80000","1.62336","4,488.66992","43.78550","1.62336","0.15978"
"78.90000","1.62375","4,503.66064","43.93172","1.62375","0.15982"
"79.00000","1.62418","4,518.60938","44.07755","1.62418","0.15986"
"79.10000","1.62468","4,537.40381","44.26088","1.62468","0.15991"
"79.20000","1.62506","4,553.08154","44.41381","1.62506","0.15995"
"79.30000","1.62536","4,563.57812","44.51620","1.62536","0.15998"
"79.40000","1.62576","4,577.35693","44.65061","1.62576","0.16002"
"79.50000","1.62620","4,594.41357","44.81699","1.62620","0.16006"
"79.60000","1.62666","4,611.72705","44.98587","1.62666","0.16010"
"79.70000","1.62710","4,629.00391","45.15441","1.62710","0.16015"
"79.80000","1.62754","4,645.68848","45.31716","1.62754","0.16019"
"79.90000","1.62794","4,661.39746","45.47039","1.62794","0.16023"
"80.00000","1.62832","4,675.12158","45.60427","1.62832","0.16027"
"80.10000","1.62874","4,689.96387","45.74905","1.62874","0.16031"
"80.20000","1.62916","4,706.08545","45.90631","1.62916","0.16035"
"80.30000","1.62962","4,723.90039","46.08009","1.62962","0.16040"
"80.40000","1.63003","4,739.61084","46.23334","1.63003","0.16044"
"80.50000","1.63038","4,752.95703","46.36353","1.63038","0.16047"
"80.60000","1.63074","4,766.31006","46.49378","1.63074","0.16051"
"80.70000","1.63117","4,782.19482","46.64873","1.63117","0.16055"
"80.80000","1.63163","4,800.13086","46.82369","1.63163","0.16059"
"80.90000","1.63209","4,817.55566","46.99367","1.63209","0.16064"
"81.00000","1.63251","4,834.25439","47.15656","1.63251","0.16068"
"81.10000","1.63293","4,850.30518","47.31313","1.63293","0.16072"
"81.20000","1.63336","4,866.99170","47.47590","1.63336","0.16076"
"81.30000","1.63380","4,883.36328","47.63560","1.63380","0.16081"
"81.40000","1.63423","4,900.15332","47.79938","1.63423","0.16085"
"81.50000","1.63469","4,917.73486","47.97088","1.63469","0.16089"
"81.60000","1.63506","4,933.53320","48.12499","1.63506","0.16093"
"81.70000","1.63538","4,945.41211","48.24086","1.63538","0.16096"
"81.80000","1.63577","4,958.68750","48.37036","1.63577","0.16100"
"81.90000","1.63619","4,974.15381","48.52123","1.63619","0.16104"
"82.00000","1.63663","4,991.65430","48.69194","1.63663","0.16109"
"82.10000","1.63706","5,009.08984","48.86202","1.63706","0.16113"
"82.20000","1.63747","5,024.13379","49.00877","1.63747","0.16117"
"82.30000","1.63791","5,041.08643","49.17413","1.63791","0.16121"
"82.40000","1.63833","5,057.69922","49.33619","1.63833","0.16125"
"82.50000","1.63876","5,074.90576","49.50403","1.63876","0.16130"
"82.60000","1.63922","5,091.90723","49.66988","1.63922","0.16134"
"82.70000","1.63966","5,109.60840","49.84254","1.63966","0.16138"
"82.80000","1.64004","5,125.28516","49.99546","1.64004","0.16142"
"82.90000","1.64037","5,135.98975","50.09988","1.64037","0.16145"
"83.00000","1.64073","5,149.36572","50.23037","1.64073","0.16149"
"83.10000","1.64114","5,165.11182","50.38396","1.64114","0.16153"
"83.20000","1.64160","5,183.19580","50.56036","1.64160","0.16157"
"83.30000","1.64206","5,201.50098","50.73893","1.64206","0.16162"
"83.40000","1.64249","5,217.76465","50.89757","1.64248","0.16166"
"83.50000","1.64295","5,235.73291","51.07285","1.64295","0.16171"
"83.60000","1.64339","5,253.42627","51.24544","1.64339","0.16175"
"83.70000","1.64381","5,270.23779","51.40943","1.64381","0.16179"
"83.80000","1.64425","5,286.19189","51.56506","1.64425","0.16184"
"83.90000","1.64468","5,303.10889","51.73008","1.64468","0.16188"
"84.00000","1.64506","5,319.30859","51.88810","1.64506","0.16192"
"84.10000","1.64536","5,329.63379","51.98882","1.64536","0.16194"
"84.20000","1.64572","5,342.37500","52.11311","1.64572","0.16198"
"84.30000","1.64616","5,359.37549","52.27894","1.64616","0.16202"
"84.40000","1.64660","5,378.15527","52.46213","1.64660","0.16207"
"84.50000","1.64705","5,395.86670","52.63490","1.64705","0.16211"
"84.60000","1.64748","5,413.82373","52.81007","1.64748","0.16215"
"84.70000","1.64792","5,431.41602","52.98167","1.64792","0.16220"
"84.80000","1.64837","5,449.26221","53.15575","1.64837","0.16224"
"84.90000","1.64883","5,467.25293","53.33125","1.64883","0.16229"
"85.00000","1.64925","5,484.74561","53.50188","1.64925","0.16233"
"85.10000","1.64966","5,500.22266","53.65286","1.64966","0.16237"
"85.20000","1.65004","5,516.02246","53.80698","1.65004","0.16241"
"85.30000","1.65037","5,527.89258","53.92277","1.65037","0.16244"
"85.40000","1.65073","5,540.93311","54.04998","1.65073","0.16247"
"85.50000","1.65115","5,556.94629","54.20618","1.65115","0.16251"
"85.60000","1.65163","5,576.16748","54.39367","1.65163","0.16256"
"85.70000","1.65209","5,595.81934","54.58537","1.65209","0.16261"
"85.80000","1.65253","5,613.19482","54.75486","1.65253","0.16265"
"85.90000","1.65297","5,630.22607","54.92100","1.65297","0.16269"
"86.00000","1.65337","5,645.86963","55.07360","1.65337","0.16273"
"86.10000","1.65380","5,662.98926","55.24059","1.65380","0.16278"
"86.20000","1.65423","5,679.11035","55.39785","1.65423","0.16282"
"86.30000","1.65464","5,695.71484","55.55982","1.65464","0.16286"
"86.40000","1.65503","5,712.24023","55.72102","1.65503","0.16290"
"86.50000","1.65536","5,724.33496","55.83900","1.65536","0.16293"
"86.60000","1.65574","5,737.63721","55.96876","1.65574","0.16297"
"86.70000","1.65618","5,755.71484","56.14510","1.65618","0.16301"
"86.80000","1.65665","5,773.77832","56.32130","1.65665","0.16306"
"86.90000","1.65713","5,793.83691","56.51697","1.65713","0.16310"
"87.00000","1.65755","5,811.90625","56.69323","1.65755","0.16315"
"87.10000","1.65795","5,827.87109","56.84896","1.65795","0.16318"
"87.20000","1.65834","5,842.65381","56.99316","1.65834","0.16322"
"87.30000","1.65877","5,859.41846","57.15669","1.65877","0.16326"
"87.40000","1.65921","5,877.01953","57.32839","1.65921","0.16331"
"87.50000","1.65964","5,894.67236","57.50058","1.65964","0.16335"
"87.60000","1.66002","5,910.50293","57.65501","1.66002","0.16339"
"87.70000","1.66035","5,922.84717","57.77542","1.66035","0.16342"
"87.80000","1.66075","5,937.32715","57.91667","1.66075","0.16346"
"87.90000","1.66120","5,955.89307","58.09777","1.66120","0.16350"
"88.00000","1.66166","5,974.47559","58.27904","1.66166","0.16355"
"88.10000","1.66210","5,993.08740","58.46059","1.66210","0.16359"
"88.20000","1.66254","6,010.51611","58.63060","1.66254","0.16364"
"88.30000","1.66294","6,026.61182","58.78761","1.66294","0.16367"
"88.40000","1.66333","6,042.53857","58.94297","1.66333","0.16371"
"88.50000","1.66377","6,059.77344","59.11109","1.66377","0.16376"
"88.60000","1.66421","6,077.80469","59.28698","1.66421","0.16380"
"88.70000","1.66466","6,095.77002","59.46223","1.66466","0.16384"
