General : Start date,"6/7/2019"
Strain : Time at removal,,s
Specimen properties : Specimen label,"AbaPanu#8"
Specimen properties : Thickness,"10.10000",mm
Specimen properties : Width,"10.08000",mm
Modulus (Automatic) : X-intercept at Modulus (Automatic),"0.13169",mm/mm
Modulus (Automatic) : Y-intercept at Modulus (Automatic),"-726.39279",MPa
Modulus (Automatic) : Modulus (Automatic),"5,515.94482",MPa
Poisson's ratio (Chord) : Poisson's ratio (Chord),
Poisson's ratio (Chord) : X-intercept at Poisson's ratio (Chord),,mm/mm
Poisson's ratio (Chord) : Y-intercept at Poisson's ratio (Chord),,mm/mm
Specimen properties : Final thickness,"10.10000",mm
Specimen properties : Final width,"10.08000",mm
Specimen properties : Final anvil height,"10.03000",mm
Strain : Compressive strain (Extension) gauge length,"10.03000",mm

Time,Extension,Load,Compressive stress,Compressive extension,Compressive strain (Extension)
(s),(mm),(N),(MPa),(mm),(mm/mm)
"190.20000","1.81846","27,869.11328","273.74188","1.81846","0.18130"
"190.30000","1.81893","27,896.94922","274.01529","1.81893","0.18135"
"190.40000","1.81941","27,925.58594","274.29657","1.81941","0.18140"
"190.50000","1.81985","27,951.34961","274.54965","1.81985","0.18144"
"190.60000","1.82025","27,974.63672","274.77838","1.82025","0.18148"
"190.70000","1.82063","27,995.00000","274.97839","1.82063","0.18152"
"190.80000","1.82106","28,018.16406","275.20593","1.82106","0.18156"
"190.90000","1.82150","28,044.55078","275.46509","1.82150","0.18161"
"191.00000","1.82186","28,067.02344","275.68585","1.82186","0.18164"
"191.10000","1.82214","28,081.81055","275.83109","1.82214","0.18167"
"191.20000","1.82249","28,098.63672","275.99637","1.82249","0.18170"
"191.30000","1.82293","28,122.94141","276.23508","1.82293","0.18175"
"191.40000","1.82341","28,150.91602","276.50986","1.82341","0.18180"
"191.50000","1.82387","28,179.49805","276.79062","1.82387","0.18184"
"191.60000","1.82433","28,206.34961","277.05435","1.82433","0.18189"
"191.70000","1.82481","28,233.71875","277.32318","1.82481","0.18193"
"191.80000","1.82525","28,260.29688","277.58426","1.82525","0.18198"
"191.90000","1.82566","28,284.44531","277.82144","1.82566","0.18202"
"192.00000","1.82606","28,306.54688","278.03854","1.82606","0.18206"
"192.10000","1.82646","28,329.65039","278.26547","1.82646","0.18210"
"192.20000","1.82684","28,351.54492","278.48053","1.82684","0.18214"
"192.30000","1.82717","28,369.53320","278.65723","1.82717","0.18217"
"192.40000","1.82754","28,388.89258","278.84738","1.82754","0.18221"
"192.50000","1.82796","28,412.46875","279.07895","1.82796","0.18225"
"192.60000","1.82845","28,440.85547","279.35776","1.82845","0.18230"
"192.70000","1.82893","28,470.42578","279.64822","1.82893","0.18235"
"192.80000","1.82940","28,498.08594","279.91992","1.82940","0.18239"
"192.90000","1.82982","28,524.05664","280.17502","1.82982","0.18244"
"193.00000","1.83021","28,546.32031","280.39368","1.83021","0.18247"
"193.10000","1.83060","28,567.68555","280.60355","1.83060","0.18251"
"193.20000","1.83100","28,589.20312","280.81491","1.83100","0.18255"
"193.30000","1.83143","28,612.88672","281.04755","1.83143","0.18260"
"193.40000","1.83181","28,636.98242","281.28421","1.83181","0.18263"
"193.50000","1.83213","28,654.64844","281.45773","1.83213","0.18267"
"193.60000","1.83251","28,674.04883","281.64828","1.83251","0.18270"
"193.70000","1.83293","28,698.23242","281.88583","1.83293","0.18275"
"193.80000","1.83344","28,726.93945","282.16782","1.83344","0.18280"
"193.90000","1.83397","28,759.14062","282.48410","1.83397","0.18285"
"194.00000","1.83446","28,788.75391","282.77496","1.83446","0.18290"
"194.10000","1.83486","28,813.39844","283.01703","1.83486","0.18294"
"194.20000","1.83521","28,832.13477","283.20108","1.83521","0.18297"
"194.30000","1.83560","28,852.94531","283.40549","1.83560","0.18301"
"194.40000","1.83605","28,878.27148","283.65424","1.83605","0.18306"
"194.50000","1.83650","28,903.89258","283.90591","1.83650","0.18310"
"194.60000","1.83687","28,926.95508","284.13245","1.83687","0.18314"
"194.70000","1.83720","28,945.03906","284.31006","1.83720","0.18317"
"194.80000","1.83757","28,963.40820","284.49051","1.83757","0.18321"
"194.90000","1.83802","28,989.15430","284.74338","1.83802","0.18325"
"195.00000","1.83851","29,017.95312","285.02625","1.83851","0.18330"
"195.10000","1.83898","29,046.53320","285.30698","1.83898","0.18335"
"195.20000","1.83940","29,070.87500","285.54608","1.83940","0.18339"
"195.30000","1.83981","29,095.00977","285.78314","1.83981","0.18343"
"195.40000","1.84021","29,117.83789","286.00735","1.84021","0.18347"
"195.50000","1.84061","29,139.82617","286.22336","1.84061","0.18351"
"195.60000","1.84102","29,163.80078","286.45883","1.84102","0.18355"
"195.70000","1.84148","29,189.83398","286.71454","1.84148","0.18360"
"195.80000","1.84187","29,213.83789","286.95032","1.84187","0.18364"
"195.90000","1.84219","29,232.26367","287.13132","1.84219","0.18367"
"196.00000","1.84256","29,251.18555","287.31717","1.84256","0.18371"
"196.10000","1.84302","29,276.00000","287.56091","1.84302","0.18375"
"196.20000","1.84350","29,305.17773","287.84750","1.84350","0.18380"
"196.30000","1.84395","29,332.06641","288.11160","1.84395","0.18384"
"196.40000","1.84438","29,357.90039","288.36536","1.84438","0.18389"
"196.50000","1.84481","29,382.56641","288.60764","1.84481","0.18393"
"196.60000","1.84522","29,406.35547","288.84131","1.84522","0.18397"
"196.70000","1.84563","29,430.27734","289.07626","1.84563","0.18401"
"196.80000","1.84606","29,454.29883","289.31223","1.84606","0.18405"
"196.90000","1.84651","29,480.39648","289.56857","1.84651","0.18410"
"197.00000","1.84691","29,506.33594","289.82336","1.84691","0.18414"
"197.10000","1.84724","29,524.83203","290.00504","1.84724","0.18417"
"197.20000","1.84760","29,543.59961","290.18936","1.84760","0.18421"
"197.30000","1.84802","29,567.51562","290.42429","1.84802","0.18425"
"197.40000","1.84845","29,593.00195","290.67462","1.84845","0.18429"
"197.50000","1.84889","29,619.30273","290.93295","1.84889","0.18434"
"197.60000","1.84933","29,644.34961","291.17899","1.84933","0.18438"
"197.70000","1.84975","29,670.32812","291.43414","1.84975","0.18442"
"197.80000","1.85017","29,695.19727","291.67844","1.85017","0.18446"
"197.90000","1.85060","29,720.45508","291.92651","1.85060","0.18451"
"198.00000","1.85105","29,746.45703","292.18192","1.85105","0.18455"
"198.10000","1.85147","29,771.30469","292.42599","1.85147","0.18459"
"198.20000","1.85186","29,795.39258","292.66260","1.85186","0.18463"
"198.30000","1.85218","29,812.83398","292.83389","1.85218","0.18466"
"198.40000","1.85254","29,833.22461","293.03418","1.85254","0.18470"
"198.50000","1.85296","29,856.86719","293.26642","1.85296","0.18474"
"198.60000","1.85343","29,885.21094","293.54483","1.85343","0.18479"
"198.70000","1.85390","29,913.40430","293.82175","1.85390","0.18484"
"198.80000","1.85436","29,941.26172","294.09537","1.85436","0.18488"
"198.90000","1.85482","29,970.30664","294.38068","1.85482","0.18493"
"199.00000","1.85526","29,995.74414","294.63052","1.85526","0.18497"
"199.10000","1.85565","30,019.72656","294.86609","1.85565","0.18501"
"199.20000","1.85607","30,043.04883","295.09518","1.85607","0.18505"
"199.30000","1.85650","30,069.23828","295.35242","1.85650","0.18509"
"199.40000","1.85686","30,091.77930","295.57382","1.85686","0.18513"
"199.50000","1.85718","30,108.72070","295.74023","1.85718","0.18516"
"199.60000","1.85755","30,129.20117","295.94141","1.85755","0.18520"
"199.70000","1.85798","30,152.41602","296.16943","1.85798","0.18524"
"199.80000","1.85843","30,179.29297","296.43341","1.85843","0.18529"
"199.90000","1.85889","30,207.40430","296.70953","1.85889","0.18533"
"200.00000","1.85934","30,235.58594","296.98636","1.85934","0.18538"
"200.10000","1.85977","30,260.20898","297.22821","1.85977","0.18542"
"200.20000","1.86021","30,284.81445","297.46988","1.86021","0.18547"
"200.30000","1.86064","30,309.26758","297.71008","1.86064","0.18551"
"200.40000","1.86108","30,332.53516","297.93863","1.86108","0.18555"
"200.50000","1.86148","30,350.85352","298.11856","1.86148","0.18559"
"200.60000","1.86184","30,343.18359","298.04321","1.86184","0.18563"
"200.70000","1.86216","30,358.01172","298.18887","1.86216","0.18566"
"200.80000","1.86253","30,366.77539","298.27493","1.86253","0.18570"
"200.90000","1.86296","30,387.66797","298.48016","1.86296","0.18574"
"201.00000","1.86344","30,414.49414","298.74365","1.86344","0.18579"
"201.10000","1.86392","30,443.32617","299.02686","1.86392","0.18583"
"201.20000","1.86438","30,469.33008","299.28229","1.86438","0.18588"
"201.30000","1.86481","30,474.02539","299.32840","1.86481","0.18592"
"201.40000","1.86522","30,494.77930","299.53226","1.86522","0.18596"
"201.50000","1.86563","30,515.27930","299.73361","1.86563","0.18600"
"201.60000","1.86604","30,537.43750","299.95126","1.86604","0.18605"
"201.70000","1.86647","30,560.63086","300.17908","1.86647","0.18609"
"201.80000","1.86685","30,582.21094","300.39105","1.86685","0.18613"
"201.90000","1.86716","30,598.36328","300.54971","1.86716","0.18616"
"202.00000","1.86753","30,616.95703","300.73233","1.86753","0.18619"
"202.10000","1.86796","30,640.25000","300.96112","1.86796","0.18624"
"202.20000","1.86844","30,667.35742","301.22739","1.86844","0.18628"
"202.30000","1.86895","30,695.15625","301.50043","1.86895","0.18634"
"202.40000","1.86941","30,722.43555","301.76840","1.86941","0.18638"
"202.50000","1.86981","30,745.80664","301.99796","1.86981","0.18642"
"202.60000","1.87020","30,767.39453","302.20999","1.87020","0.18646"
"202.70000","1.87060","30,788.80469","302.42029","1.87060","0.18650"
"202.80000","1.87103","30,811.70117","302.64520","1.87103","0.18654"
"202.90000","1.87145","30,834.16016","302.86578","1.87145","0.18659"
"203.00000","1.87183","30,846.78125","302.98978","1.87183","0.18662"
"203.10000","1.87216","30,835.99805","302.88385","1.87216","0.18666"
"203.20000","1.87255","30,838.37500","302.90720","1.87255","0.18670"
"203.30000","1.87303","30,862.17969","303.14102","1.87303","0.18674"
"203.40000","1.87350","30,888.81836","303.40268","1.87350","0.18679"
"203.50000","1.87396","30,915.32227","303.66299","1.87396","0.18684"
"203.60000","1.87437","30,937.76953","303.88348","1.87437","0.18688"
"203.70000","1.87479","30,960.52539","304.10699","1.87479","0.18692"
"203.80000","1.87520","30,983.50781","304.33273","1.87520","0.18696"
"203.90000","1.87561","31,006.26758","304.55630","1.87561","0.18700"
"204.00000","1.87601","31,028.99219","304.77951","1.87601","0.18704"
"204.10000","1.87645","31,053.80664","305.02325","1.87645","0.18708"
"204.20000","1.87684","31,077.23047","305.25333","1.87684","0.18712"
"204.30000","1.87717","31,094.54883","305.42343","1.87717","0.18716"
"204.40000","1.87757","31,114.37695","305.61819","1.87757","0.18719"
"204.50000","1.87801","31,139.14648","305.86148","1.87801","0.18724"
"204.60000","1.87851","31,144.28906","305.91202","1.87851","0.18729"
"204.70000","1.87897","31,169.67578","306.16138","1.87897","0.18733"
"204.80000","1.87937","31,189.22266","306.35336","1.87937","0.18737"
"204.90000","1.87977","31,208.91602","306.54678","1.87977","0.18742"
"205.00000","1.88018","31,228.94336","306.74350","1.88018","0.18746"
"205.10000","1.88060","31,249.58203","306.94623","1.88060","0.18750"
"205.20000","1.88103","31,273.60742","307.18222","1.88103","0.18754"
"205.30000","1.88148","31,298.30859","307.42484","1.88148","0.18759"
"205.40000","1.88182","31,317.44922","307.61285","1.88182","0.18762"
"205.50000","1.88216","31,334.20312","307.77740","1.88216","0.18765"
"205.60000","1.88255","31,355.03125","307.98199","1.88255","0.18769"
"205.70000","1.88301","31,378.28320","308.21039","1.88301","0.18774"
"205.80000","1.88348","31,404.73047","308.47015","1.88348","0.18778"
"205.90000","1.88392","31,430.09180","308.71927","1.88392","0.18783"
"206.00000","1.88434","31,452.42188","308.93860","1.88434","0.18787"
"206.10000","1.88476","31,474.91016","309.15952","1.88476","0.18791"
"206.20000","1.88516","31,497.80273","309.38437","1.88516","0.18795"
"206.30000","1.88560","31,522.36328","309.62561","1.88560","0.18800"
"206.40000","1.88605","31,547.37109","309.87125","1.88605","0.18804"
"206.50000","1.88651","31,574.52930","310.13800","1.88651","0.18809"
"206.60000","1.88689","31,597.06641","310.35938","1.88689","0.18812"
"206.70000","1.88722","31,614.92578","310.53479","1.88722","0.18816"
"206.80000","1.88759","31,633.92383","310.72141","1.88759","0.18819"
"206.90000","1.88801","31,656.75977","310.94571","1.88801","0.18824"
"207.00000","1.88846","31,683.29297","311.20633","1.88846","0.18828"
"207.10000","1.88891","31,709.48438","311.46359","1.88891","0.18833"
"207.20000","1.88936","31,735.56250","311.71973","1.88936","0.18837"
"207.30000","1.88980","31,761.67188","311.97620","1.88980","0.18842"
"207.40000","1.89023","31,784.36719","312.19913","1.89023","0.18846"
"207.50000","1.89065","31,806.25000","312.41406","1.89065","0.18850"
"207.60000","1.89111","31,825.71289","312.60522","1.89111","0.18855"
"207.70000","1.89155","31,851.63867","312.85989","1.89155","0.18859"
"207.80000","1.89188","31,869.07227","313.03113","1.89188","0.18862"
"207.90000","1.89218","31,883.77539","313.17554","1.89218","0.18865"
"208.00000","1.89256","31,902.79102","313.36234","1.89256","0.18869"
"208.10000","1.89299","31,926.91211","313.59924","1.89299","0.18873"
"208.20000","1.89345","31,953.66992","313.86209","1.89345","0.18878"
"208.30000","1.89390","31,980.96484","314.13019","1.89390","0.18882"
"208.40000","1.89433","32,006.35742","314.37961","1.89433","0.18887"
"208.50000","1.89475","32,030.60156","314.61774","1.89475","0.18891"
"208.60000","1.89518","32,055.92578","314.86649","1.89518","0.18895"
"208.70000","1.89564","32,083.18750","315.13425","1.89564","0.18900"
"208.80000","1.89608","32,109.10742","315.38885","1.89608","0.18904"
"208.90000","1.89653","32,136.37695","315.65671","1.89653","0.18909"
"209.00000","1.89688","32,158.33398","315.87238","1.89688","0.18912"
"209.10000","1.89720","32,174.71680","316.03329","1.89720","0.18915"
"209.20000","1.89755","32,193.13086","316.21417","1.89755","0.18919"
"209.30000","1.89798","32,217.67773","316.45526","1.89798","0.18923"
"209.40000","1.89845","32,245.76562","316.73117","1.89845","0.18928"
"209.50000","1.89892","32,274.19727","317.01044","1.89892","0.18932"
"209.60000","1.89938","32,301.35156","317.27716","1.89938","0.18937"
"209.70000","1.89983","32,328.73242","317.54608","1.89983","0.18941"
"209.80000","1.90024","32,353.06641","317.78513","1.90024","0.18946"
"209.90000","1.90067","32,376.85156","318.01874","1.90067","0.18950"
"210.00000","1.90111","32,401.95312","318.26529","1.90111","0.18954"
"210.10000","1.90151","32,425.90625","318.50058","1.90151","0.18958"
"210.20000","1.90183","32,445.11133","318.68921","1.90183","0.18961"
"210.30000","1.90214","32,461.39453","318.84915","1.90214","0.18964"
"210.40000","1.90251","32,480.67969","319.03857","1.90251","0.18968"
"210.50000","1.90294","32,505.06055","319.27808","1.90294","0.18972"
"210.60000","1.90344","32,534.89453","319.57111","1.90344","0.18977"
"210.70000","1.90391","32,564.26758","319.85962","1.90391","0.18982"
"210.80000","1.90437","32,591.21289","320.12430","1.90437","0.18987"
"210.90000","1.90480","32,617.76172","320.38507","1.90480","0.18991"
"211.00000","1.90525","32,643.16602","320.63458","1.90525","0.18996"
"211.10000","1.90565","32,667.68555","320.87543","1.90565","0.19000"
"211.20000","1.90605","32,689.38086","321.08853","1.90605","0.19003"
"211.30000","1.90648","32,713.31250","321.32361","1.90648","0.19008"
"211.40000","1.90686","32,737.72852","321.56342","1.90686","0.19012"
"211.50000","1.90718","32,754.14648","321.72470","1.90718","0.19015"
"211.60000","1.90755","32,774.19531","321.92160","1.90755","0.19018"
"211.70000","1.90799","32,798.39062","322.15927","1.90799","0.19023"
"211.80000","1.90845","32,826.87500","322.43906","1.90845","0.19027"
"211.90000","1.90893","32,853.04297","322.69608","1.90893","0.19032"
"212.00000","1.90937","32,877.80469","322.93930","1.90937","0.19037"
"212.10000","1.90979","32,902.07812","323.17773","1.90979","0.19041"
"212.20000","1.91019","32,924.67188","323.39966","1.91019","0.19045"
"212.30000","1.91060","32,948.25000","323.63126","1.91060","0.19049"
"212.40000","1.91102","32,972.09375","323.86545","1.91102","0.19053"
"212.50000","1.91143","32,995.93359","324.09961","1.91143","0.19057"
"212.60000","1.91178","33,016.99219","324.30646","1.91178","0.19061"
"212.70000","1.91211","33,034.71484","324.48053","1.91211","0.19064"
"212.80000","1.91251","33,055.69141","324.68658","1.91251","0.19068"
"212.90000","1.91298","33,081.68750","324.94193","1.91298","0.19073"
"213.00000","1.91346","33,111.37109","325.23349","1.91346","0.19077"
"213.10000","1.91393","33,139.19531","325.50681","1.91393","0.19082"
"213.20000","1.91437","33,164.14062","325.75183","1.91437","0.19086"
"213.30000","1.91480","33,188.67188","325.99277","1.91480","0.19091"
"213.40000","1.91520","33,212.07812","326.22269","1.91520","0.19095"
"213.50000","1.91560","33,232.69531","326.42520","1.91560","0.19099"
"213.60000","1.91603","33,255.77344","326.65189","1.91603","0.19103"
"213.70000","1.91649","33,281.08984","326.90054","1.91649","0.19108"
"213.80000","1.91686","33,300.98438","327.09595","1.91686","0.19111"
"213.90000","1.91720","33,318.50000","327.26801","1.91720","0.19115"
"214.00000","1.91758","33,337.71484","327.45673","1.91758","0.19118"
"214.10000","1.91801","33,361.10938","327.68652","1.91801","0.19123"
"214.20000","1.91848","33,388.57031","327.95627","1.91848","0.19127"
"214.30000","1.91892","33,415.62109","328.22195","1.91892","0.19132"
"214.40000","1.91933","33,438.94141","328.45102","1.91933","0.19136"
"214.50000","1.91974","33,461.15234","328.66919","1.91974","0.19140"
"214.60000","1.92016","33,485.63281","328.90964","1.92016","0.19144"
"214.70000","1.92059","33,510.53516","329.15424","1.92059","0.19148"
"214.80000","1.92103","33,535.74609","329.40189","1.92103","0.19153"
"214.90000","1.92146","33,561.81250","329.65793","1.92146","0.19157"
"215.00000","1.92180","33,582.15234","329.85770","1.92180","0.19161"
"215.10000","1.92215","33,599.77734","330.03082","1.92215","0.19164"
"215.20000","1.92257","33,622.95703","330.25851","1.92257","0.19168"
"215.30000","1.92301","33,637.75000","330.40381","1.92301","0.19173"
"215.40000","1.92346","33,662.83594","330.65021","1.92346","0.19177"
"215.50000","1.92391","33,688.01953","330.89758","1.92391","0.19182"
"215.60000","1.92434","33,709.90234","331.11252","1.92434","0.19186"
"215.70000","1.92478","33,733.39453","331.34326","1.92478","0.19190"
"215.80000","1.92521","33,757.80078","331.58298","1.92521","0.19194"
"215.90000","1.92566","33,783.17578","331.83224","1.92566","0.19199"
"216.00000","1.92611","33,810.29688","332.09863","1.92611","0.19203"
"216.10000","1.92650","33,834.16406","332.33307","1.92650","0.19207"
"216.20000","1.92683","33,851.48438","332.50320","1.92683","0.19211"
"216.30000","1.92718","33,867.35547","332.65909","1.92718","0.19214"
"216.40000","1.92758","33,887.81641","332.86005","1.92758","0.19218"
"216.50000","1.92802","33,911.79688","333.09561","1.92802","0.19223"
"216.60000","1.92845","33,936.42578","333.33752","1.92845","0.19227"
"216.70000","1.92888","33,960.27344","333.57175","1.92888","0.19231"
"216.80000","1.92932","33,986.47656","333.82913","1.92932","0.19236"
"216.90000","1.92975","34,010.37500","334.06387","1.92975","0.19240"
"217.00000","1.93017","34,034.86328","334.30441","1.93017","0.19244"
"217.10000","1.93061","34,061.19922","334.56311","1.93061","0.19248"
"217.20000","1.93106","34,084.72266","334.79416","1.93106","0.19253"
"217.30000","1.93149","34,112.64453","335.06842","1.93149","0.19257"
"217.40000","1.93182","34,131.62891","335.25488","1.93182","0.19260"
"217.50000","1.93216","34,148.61328","335.42172","1.93216","0.19264"
"217.60000","1.93260","34,172.88281","335.66010","1.93260","0.19268"
"217.70000","1.93302","34,196.01953","335.88736","1.93302","0.19272"
"217.80000","1.93345","34,215.71875","336.08084","1.93345","0.19277"
"217.90000","1.93390","34,237.05859","336.29047","1.93390","0.19281"
"218.00000","1.93433","34,260.52344","336.52094","1.93433","0.19285"
"218.10000","1.93478","34,287.29297","336.78387","1.93478","0.19290"
"218.20000","1.93523","34,313.32812","337.03961","1.93523","0.19294"
"218.30000","1.93568","34,339.41406","337.29584","1.93568","0.19299"
"218.40000","1.93610","34,364.49219","337.54218","1.93610","0.19303"
"218.50000","1.93650","34,388.48047","337.77780","1.93650","0.19307"
"218.60000","1.93683","34,406.94922","337.95920","1.93683","0.19310"
"218.70000","1.93717","34,425.36328","338.14008","1.93717","0.19314"
"218.80000","1.93755","34,444.62891","338.32928","1.93755","0.19318"
"218.90000","1.93799","34,469.89844","338.57751","1.93799","0.19322"
"219.00000","1.93844","34,496.71875","338.84094","1.93844","0.19326"
"219.10000","1.93888","34,522.99219","339.09903","1.93888","0.19331"
"219.20000","1.93933","34,548.84766","339.35297","1.93933","0.19335"
"219.30000","1.93979","34,576.09375","339.62061","1.93979","0.19340"
"219.40000","1.94022","34,601.39453","339.86911","1.94022","0.19344"
"219.50000","1.94066","34,624.76953","340.09872","1.94066","0.19349"
"219.60000","1.94110","34,650.01953","340.34674","1.94110","0.19353"
"219.70000","1.94148","34,673.13281","340.57376","1.94148","0.19357"
"219.80000","1.94178","34,688.62891","340.72598","1.94178","0.19360"
"219.90000","1.94213","34,704.92969","340.88608","1.94213","0.19363"
"220.00000","1.94253","34,727.64844","341.10922","1.94253","0.19367"
"220.10000","1.94299","34,753.72266","341.36536","1.94299","0.19372"
"220.20000","1.94348","34,781.35547","341.63678","1.94348","0.19377"
"220.30000","1.94393","34,808.56641","341.90405","1.94393","0.19381"
"220.40000","1.94435","34,831.96094","342.13382","1.94435","0.19385"
"220.50000","1.94479","34,856.54688","342.37534","1.94479","0.19390"
"220.60000","1.94524","34,882.64062","342.63162","1.94524","0.19394"
"220.70000","1.94565","34,906.27734","342.86380","1.94565","0.19398"
"220.80000","1.94606","34,928.87500","343.08575","1.94606","0.19402"
"220.90000","1.94645","34,949.43359","343.28769","1.94645","0.19406"
"221.00000","1.94678","34,967.43359","343.46451","1.94678","0.19410"
"221.10000","1.94714","34,985.44141","343.64139","1.94714","0.19413"
"221.20000","1.94756","35,007.23828","343.85547","1.94756","0.19417"
"221.30000","1.94802","35,030.94141","344.08829","1.94802","0.19422"
"221.40000","1.94847","35,055.00391","344.32465","1.94847","0.19426"
"221.50000","1.94894","35,075.69141","344.52786","1.94894","0.19431"
"221.60000","1.94940","35,101.39844","344.78036","1.94940","0.19436"
"221.70000","1.94984","35,127.23438","345.03412","1.94984","0.19440"
"221.80000","1.95025","35,146.34375","345.22183","1.95025","0.19444"
"221.90000","1.95066","35,165.82422","345.41318","1.95066","0.19448"
"222.00000","1.95107","35,185.61719","345.60760","1.95107","0.19452"
"222.10000","1.95144","35,204.55859","345.79364","1.95144","0.19456"
"222.20000","1.95179","35,220.51172","345.95035","1.95179","0.19459"
"222.30000","1.95215","35,237.42969","346.11652","1.95215","0.19463"
"222.40000","1.95258","35,248.03125","346.22064","1.95258","0.19467"
"222.50000","1.95305","35,273.96484","346.47537","1.95305","0.19472"
"222.60000","1.95353","35,300.85547","346.73950","1.95353","0.19477"
"222.70000","1.95397","35,325.96875","346.98618","1.95397","0.19481"
"222.80000","1.95438","35,349.46094","347.21692","1.95438","0.19485"
"222.90000","1.95479","35,371.06641","347.42914","1.95479","0.19489"
"223.00000","1.95520","35,393.77344","347.65219","1.95520","0.19493"
"223.10000","1.95560","35,415.38672","347.86447","1.95560","0.19498"
"223.20000","1.95602","35,438.62500","348.09274","1.95602","0.19502"
"223.30000","1.95645","35,462.53906","348.32764","1.95645","0.19506"
"223.40000","1.95681","35,483.97656","348.53821","1.95681","0.19510"
"223.50000","1.95716","35,501.61719","348.71149","1.95716","0.19513"
"223.60000","1.95757","35,523.44922","348.92590","1.95757","0.19517"
"223.70000","1.95803","35,551.07031","349.19724","1.95803","0.19522"
"223.80000","1.95851","35,579.56641","349.47711","1.95851","0.19526"
"223.90000","1.95894","35,604.37109","349.72076","1.95894","0.19531"
"224.00000","1.95936","35,621.71875","349.89117","1.95936","0.19535"
"224.10000","1.95976","35,643.68359","350.10690","1.95976","0.19539"
"224.20000","1.96019","35,667.23438","350.33823","1.96019","0.19543"
"224.30000","1.96063","35,692.63672","350.58774","1.96063","0.19548"
"224.40000","1.96107","35,717.85938","350.83548","1.96107","0.19552"
"224.50000","1.96144","35,741.01562","351.06296","1.96144","0.19556"
"224.60000","1.96176","35,756.24219","351.21249","1.96176","0.19559"
"224.70000","1.96215","35,776.53125","351.41180","1.96215","0.19563"
"224.80000","1.96257","35,799.85938","351.64093","1.96257","0.19567"
"224.90000","1.96304","35,826.97656","351.90729","1.96304","0.19572"
"225.00000","1.96347","35,851.89453","352.15204","1.96347","0.19576"
"225.10000","1.96388","35,874.94922","352.37848","1.96388","0.19580"
"225.20000","1.96428","35,898.08984","352.60580","1.96428","0.19584"
"225.30000","1.96472","35,922.47266","352.84528","1.96472","0.19588"
"225.40000","1.96517","35,948.33984","353.09937","1.96517","0.19593"
"225.50000","1.96560","35,973.72266","353.34869","1.96560","0.19597"
"225.60000","1.96604","35,998.77344","353.59476","1.96604","0.19602"
"225.70000","1.96643","36,022.76562","353.83041","1.96643","0.19605"
"225.80000","1.96676","36,037.66016","353.97672","1.96676","0.19609"
"225.90000","1.96714","36,054.27344","354.13989","1.96714","0.19613"
"226.00000","1.96758","36,078.09375","354.37387","1.96758","0.19617"
"226.10000","1.96802","36,104.14453","354.62973","1.96802","0.19621"
"226.20000","1.96847","36,130.40234","354.88766","1.96847","0.19626"
"226.30000","1.96890","36,155.16016","355.13083","1.96890","0.19630"
"226.40000","1.96933","36,179.38672","355.36880","1.96933","0.19634"
"226.50000","1.96978","36,204.10547","355.61160","1.96978","0.19639"
"226.60000","1.97022","36,228.82812","355.85443","1.97022","0.19643"
"226.70000","1.97065","36,254.89453","356.11047","1.97065","0.19648"
"226.80000","1.97107","36,278.70312","356.34433","1.97107","0.19652"
"226.90000","1.97142","36,298.82422","356.54196","1.97142","0.19655"
"227.00000","1.97174","36,313.82031","356.68927","1.97174","0.19658"
"227.10000","1.97212","36,333.26562","356.88028","1.97212","0.19662"
"227.20000","1.97257","36,358.37891","357.12695","1.97257","0.19667"
"227.30000","1.97302","36,383.46094","357.37329","1.97302","0.19671"
"227.40000","1.97345","36,408.00781","357.61441","1.97345","0.19675"
"227.50000","1.97390","36,431.63672","357.84650","1.97390","0.19680"
"227.60000","1.97436","36,455.64453","358.08234","1.97436","0.19685"
"227.70000","1.97481","36,479.10156","358.31271","1.97481","0.19689"
"227.80000","1.97523","36,502.14844","358.53909","1.97523","0.19693"
"227.90000","1.97567","36,524.77344","358.76132","1.97567","0.19698"
"228.00000","1.97610","36,523.91797","358.75293","1.97610","0.19702"
"228.10000","1.97647","36,541.01172","358.92084","1.97647","0.19706"
"228.20000","1.97678","36,552.56250","359.03430","1.97678","0.19709"
"228.30000","1.97714","36,567.46484","359.18066","1.97714","0.19712"
"228.40000","1.97757","36,588.10547","359.38339","1.97757","0.19717"
"228.50000","1.97803","36,613.00000","359.62793","1.97803","0.19721"
"228.60000","1.97852","36,640.26562","359.89575","1.97852","0.19726"
"228.70000","1.97896","36,662.25391","360.11172","1.97896","0.19730"
"228.80000","1.97938","36,685.31250","360.33823","1.97938","0.19735"
"228.90000","1.97985","36,709.91406","360.57986","1.97985","0.19739"
"229.00000","1.98029","36,733.95312","360.81598","1.98029","0.19744"
"229.10000","1.98068","36,754.08984","361.01376","1.98068","0.19748"
"229.20000","1.98106","36,772.25781","361.19223","1.98106","0.19751"
"229.30000","1.98136","36,785.57422","361.32303","1.98136","0.19754"
"229.40000","1.98168","36,798.44922","361.44949","1.98168","0.19758"
"229.50000","1.98208","36,816.24219","361.62427","1.98208","0.19762"
"229.60000","1.98254","36,839.95312","361.85715","1.98254","0.19766"
"229.70000","1.98302","36,866.02344","362.11322","1.98302","0.19771"
"229.80000","1.98348","36,888.39062","362.33295","1.98348","0.19775"
