# <defaultcodec>utf-8</defaultcodec>
Statistic export
Line 1: Line strain (technical) [%], Line 2: Line strain (technical) [%], Line 3: Line strain (technical) [%], Time [s], areaGB1 (Average): Epsilon X [%], areaGB1 (Maximum): Epsilon X [%], areaGB1 (Minimum): Epsilon X [%], areaGB1 (Points): Epsilon X, areaGB1 (Sigma): Epsilon X [%]
-6.56600305e-01, -6.69054130e-01, -4.25203754e-01, 1.37001166e+02, 4.25901394e-01, 4.43872499e+00, -1.19267190e+00, 1.00800000e+03, 7.59702618e-01
-6.61852792e-01, -6.71620739e-01, -4.40906127e-01, 1.37999000e+02, 4.24007296e-01, 4.43125820e+00, -1.31486881e+00, 1.00900000e+03, 7.61889509e-01
-6.87707079e-01, -7.02632676e-01, -4.56031908e-01, 1.39003073e+02, 4.32196947e-01, 4.41419697e+00, -1.43753731e+00, 1.00100000e+03, 7.64565107e-01
-6.86268861e-01, -6.90071442e-01, -4.65395624e-01, 1.39997276e+02, 4.34610912e-01, 4.48955441e+00, -1.38583744e+00, 1.00900000e+03, 7.75313632e-01
-7.04331919e-01, -7.14179138e-01, -4.63285397e-01, 1.41005007e+02, 4.42058998e-01, 4.46732616e+00, -1.24077439e+00, 1.00800000e+03, 7.68974953e-01
-7.05613331e-01, -7.10952285e-01, -4.67168738e-01, 1.42002094e+02, 4.43560158e-01, 4.50703573e+00, -1.43031859e+00, 1.00900000e+03, 7.81248966e-01
-7.14418598e-01, -7.15018676e-01, -4.69065399e-01, 1.43000243e+02, 4.48164508e-01, 4.59459448e+00, -1.53072643e+00, 1.00900000e+03, 7.82501690e-01
-7.12098958e-01, -7.17227058e-01, -4.67025957e-01, 1.44002173e+02, 4.51388394e-01, 4.59526062e+00, -1.37979329e+00, 1.00800000e+03, 7.86292233e-01
-7.18215565e-01, -7.26352063e-01, -4.64351446e-01, 1.45003125e+02, 4.56100472e-01, 4.60272598e+00, -1.49359858e+00, 1.00900000e+03, 7.86919173e-01
-7.28037194e-01, -7.33864740e-01, -4.62357611e-01, 1.46001159e+02, 4.62038667e-01, 4.57776499e+00, -1.28356302e+00, 1.00900000e+03, 7.85529726e-01
-7.40680450e-01, -7.51128863e-01, -4.80019420e-01, 1.47003100e+02, 4.67130826e-01, 4.65282965e+00, -1.30794573e+00, 1.00900000e+03, 7.87877890e-01
-7.47497351e-01, -7.53691897e-01, -4.71168535e-01, 1.48001044e+02, 4.72536019e-01, 4.69747686e+00, -1.37499428e+00, 1.00900000e+03, 7.95776810e-01
-7.55933374e-01, -7.58782424e-01, -4.55338522e-01, 1.48999153e+02, 4.77505516e-01, 4.64772844e+00, -1.30267322e+00, 1.00900000e+03, 7.95292547e-01
-7.70421538e-01, -7.70473491e-01, -4.76435881e-01, 1.50005990e+02, 4.79565640e-01, 4.55957794e+00, -1.32094181e+00, 1.00900000e+03, 7.94158590e-01
-7.70584323e-01, -7.79180492e-01, -4.89459682e-01, 1.51000145e+02, 4.86544366e-01, 4.63447905e+00, -1.44504917e+00, 1.00900000e+03, 7.99452510e-01
-7.79249415e-01, -7.96342269e-01, -4.80138362e-01, 1.52001186e+02, 4.88925313e-01, 4.62642097e+00, -1.43207061e+00, 1.00900000e+03, 7.97907730e-01
-7.92584629e-01, -7.95990408e-01, -4.79113458e-01, 1.53005969e+02, 4.93109188e-01, 4.77149820e+00, -1.33467948e+00, 1.00900000e+03, 8.02728372e-01
-7.91723490e-01, -8.01762918e-01, -4.87355361e-01, 1.54001056e+02, 5.00489936e-01, 4.65900421e+00, -1.43279588e+00, 1.00900000e+03, 8.00887809e-01
-8.05690973e-01, -8.22479554e-01, -4.88285025e-01, 1.55000197e+02, 5.02998587e-01, 4.69993496e+00, -1.41330957e+00, 1.00700000e+03, 8.07139415e-01
-8.18911086e-01, -8.14836850e-01, -4.92687497e-01, 1.56003126e+02, 5.07358111e-01, 4.70115232e+00, -1.32499957e+00, 1.00900000e+03, 8.05933425e-01
-8.27073662e-01, -8.26351576e-01, -5.01441473e-01, 1.57002203e+02, 5.14395043e-01, 4.67880726e+00, -1.26407158e+00, 1.00900000e+03, 8.05122843e-01
-8.42883065e-01, -8.55855295e-01, -5.04296348e-01, 1.57999337e+02, 5.16544275e-01, 4.65448809e+00, -1.36490858e+00, 1.00900000e+03, 8.14599374e-01
-8.39986617e-01, -8.49734844e-01, -5.02887650e-01, 1.59004959e+02, 5.22546391e-01, 4.70275354e+00, -1.32585061e+00, 1.00900000e+03, 8.14973460e-01
-8.51973610e-01, -8.44302219e-01, -5.06375714e-01, 1.60002051e+02, 5.29557669e-01, 4.75607014e+00, -1.24540198e+00, 1.00900000e+03, 8.16149533e-01
-8.62068061e-01, -8.71460795e-01, -5.00446230e-01, 1.60998353e+02, 5.32310269e-01, 4.73062754e+00, -1.23787761e+00, 1.00900000e+03, 8.17574310e-01
-8.71614877e-01, -8.89564742e-01, -5.26404992e-01, 1.62002270e+02, 5.38066004e-01, 4.68156290e+00, -1.25773609e+00, 1.00900000e+03, 8.18951504e-01
-8.79975616e-01, -8.81043998e-01, -5.35010513e-01, 1.63002268e+02, 5.42607574e-01, 4.61507082e+00, -1.23205352e+00, 1.00900000e+03, 8.19863231e-01
-8.89557625e-01, -8.90326242e-01, -5.26910829e-01, 1.64000345e+02, 5.47552743e-01, 4.56541872e+00, -1.19372725e+00, 1.00800000e+03, 8.19341320e-01
-8.88316430e-01, -9.00936380e-01, -5.29472732e-01, 1.65003193e+02, 5.52236992e-01, 4.57705259e+00, -1.32772708e+00, 1.00900000e+03, 8.22832248e-01
-8.96043720e-01, -9.19732722e-01, -5.42902121e-01, 1.66001260e+02, 5.55816273e-01, 4.50323296e+00, -8.72636378e-01, 1.00900000e+03, 8.18652693e-01
-8.96863318e-01, -9.09480370e-01, -5.31757939e-01, 1.66998425e+02, 5.60533338e-01, 4.44475746e+00, -1.39609516e+00, 1.00900000e+03, 8.23852716e-01
-9.20285670e-01, -9.23522790e-01, -5.28758659e-01, 1.68001349e+02, 5.66435351e-01, 4.44711781e+00, -1.23533905e+00, 1.00900000e+03, 8.20519764e-01
-9.26954039e-01, -9.43935737e-01, -5.57497588e-01, 1.69001339e+02, 5.72270061e-01, 4.44918966e+00, -1.46747971e+00, 1.00900000e+03, 8.29719760e-01
-9.30742491e-01, -9.47825838e-01, -5.52911288e-01, 1.70002086e+02, 5.77170558e-01, 4.49783325e+00, -1.17437971e+00, 1.00900000e+03, 8.28902882e-01
-9.37376626e-01, -9.54359738e-01, -5.59804344e-01, 1.71004264e+02, 5.77661849e-01, 4.36574602e+00, -1.37640846e+00, 1.00900000e+03, 8.28332007e-01
-9.35013152e-01, -9.47294562e-01, -5.61391442e-01, 1.72002420e+02, 5.86305984e-01, 4.37671280e+00, -1.25409842e+00, 1.00900000e+03, 8.26755858e-01
-9.57846167e-01, -9.57787517e-01, -5.83767921e-01, 1.72999487e+02, 5.90529493e-01, 4.46948099e+00, -1.18261492e+00, 1.00900000e+03, 8.27409566e-01
-9.58365313e-01, -9.80246192e-01, -5.87979881e-01, 1.74003331e+02, 5.97086478e-01, 4.41096449e+00, -1.12029195e+00, 1.00900000e+03, 8.29971332e-01
-9.76562464e-01, -9.95526593e-01, -5.76433707e-01, 1.75000441e+02, 6.00687129e-01, 4.37604141e+00, -1.14620769e+00, 1.00900000e+03, 8.29716547e-01
-9.72439919e-01, -9.92923456e-01, -5.95173373e-01, 1.75999422e+02, 6.06319196e-01, 4.35495281e+00, -9.10113037e-01, 1.00900000e+03, 8.30712441e-01
-9.85950172e-01, -1.00032427e+00, -6.16025942e-01, 1.77005013e+02, 6.10675183e-01, 4.40259314e+00, -1.00942683e+00, 1.00900000e+03, 8.41543278e-01
-9.99765007e-01, -1.01976596e+00, -6.04927962e-01, 1.77999417e+02, 6.16334578e-01, 4.38667727e+00, -1.08352137e+00, 1.00900000e+03, 8.38027441e-01
-1.00352290e+00, -1.02256696e+00, -6.20362508e-01, 1.78998341e+02, 6.17700076e-01, 4.36135960e+00, -1.30281281e+00, 1.00900000e+03, 8.38812334e-01
-1.01731816e+00, -1.03919685e+00, -6.20747699e-01, 1.80005094e+02, 6.24889040e-01, 4.31476593e+00, -1.10608578e+00, 1.00900000e+03, 8.39634356e-01
-1.03671344e+00, -1.04885166e+00, -6.33022079e-01, 1.81003189e+02, 6.30621206e-01, 4.35476494e+00, -1.03561318e+00, 1.00900000e+03, 8.40083096e-01
-1.03319202e+00, -1.03984134e+00, -6.21634235e-01, 1.82001321e+02, 6.35537054e-01, 4.38312483e+00, -1.12582219e+00, 1.00900000e+03, 8.42820198e-01
-1.03280663e+00, -1.05862911e+00, -6.15972515e-01, 1.83006026e+02, 6.39456173e-01, 4.38273716e+00, -1.22930074e+00, 1.00900000e+03, 8.53266953e-01
-1.04880329e+00, -1.05966031e+00, -6.51021897e-01, 1.84001411e+02, 6.44383481e-01, 4.38676023e+00, -1.18136728e+00, 1.00900000e+03, 8.47242455e-01
-1.05634769e+00, -1.06004846e+00, -6.44587261e-01, 1.85001320e+02, 6.50399415e-01, 4.35373545e+00, -1.15949762e+00, 1.00800000e+03, 8.49408996e-01
-1.07225550e+00, -1.08464107e+00, -6.55014544e-01, 1.86007013e+02, 6.52920092e-01, 4.39606810e+00, -1.02047110e+00, 1.00900000e+03, 8.52944532e-01
-1.06768504e+00, -1.09932362e+00, -6.62164288e-01, 1.87004067e+02, 6.60581827e-01, 4.38586855e+00, -8.51167321e-01, 1.00800000e+03, 8.53127891e-01
-1.06736589e+00, -1.09484247e+00, -6.50348326e-01, 1.88001304e+02, 6.62997856e-01, 4.35235929e+00, -8.71400058e-01, 1.00900000e+03, 8.59326040e-01
-1.07835599e+00, -1.10440152e+00, -6.65415714e-01, 1.89007917e+02, 6.70694174e-01, 4.38595438e+00, -1.01255846e+00, 1.00800000e+03, 8.64397851e-01
-1.08175928e+00, -1.11051727e+00, -6.72978045e-01, 1.90005263e+02, 6.73916772e-01, 4.39913034e+00, -1.16326809e+00, 1.00900000e+03, 8.61096953e-01
-1.09348513e+00, -1.12442122e+00, -6.80854331e-01, 1.91000398e+02, 6.82994795e-01, 4.36545134e+00, -9.63874876e-01, 1.00800000e+03, 8.66531376e-01
-1.09341694e+00, -1.12950893e+00, -6.82195693e-01, 1.92004166e+02, 6.82577591e-01, 4.35681581e+00, -1.11450577e+00, 1.00900000e+03, 8.66641979e-01
-1.11068505e+00, -1.14932136e+00, -6.93275590e-01, 1.93004158e+02, 6.87575862e-01, 4.35509062e+00, -9.87703383e-01, 1.00900000e+03, 8.72471931e-01
-1.11130453e+00, -1.14040668e+00, -7.05043194e-01, 1.94004248e+02, 6.92853681e-01, 4.38312864e+00, -1.23041296e+00, 1.00800000e+03, 8.78111834e-01
-1.11712745e+00, -1.15104161e+00, -6.89677227e-01, 1.95004087e+02, 6.97385927e-01, 4.37469196e+00, -1.47664702e+00, 1.00800000e+03, 8.80794947e-01
-1.13926796e+00, -1.17580990e+00, -7.16077364e-01, 1.96005089e+02, 6.99377397e-01, 4.34048223e+00, -1.28710461e+00, 1.00900000e+03, 8.78991183e-01
-1.14610278e+00, -1.17465136e+00, -7.21612603e-01, 1.97002238e+02, 7.07676606e-01, 4.34939957e+00, -1.57432270e+00, 1.00800000e+03, 8.83193022e-01
-1.16340269e+00, -1.19560982e+00, -7.33406150e-01, 1.98006998e+02, 7.08190947e-01, 4.36891985e+00, -1.97609437e+00, 1.00900000e+03, 9.01828324e-01
-1.17550087e+00, -1.20720969e+00, -7.50152564e-01, 1.99005153e+02, 7.00107791e-01, 4.41868210e+00, -1.32582593e+00, 1.00700000e+03, 8.75765952e-01
-1.17173273e+00, -1.20501820e+00, -7.48759306e-01, 2.00005247e+02, 7.16751290e-01, 4.60302353e+00, -2.24152660e+00, 1.00800000e+03, 9.03205284e-01
-1.18897235e+00, -1.23812654e+00, -7.59675626e-01, 2.01007059e+02, 6.96218606e-01, 4.32505274e+00, -8.82857025e-01, 1.00600000e+03, 8.58005905e-01
-1.19047402e+00, -1.23432009e+00, -7.59729218e-01, 2.02007083e+02, 7.10617570e-01, 4.30471849e+00, -1.15210533e+00, 1.00300000e+03, 8.72737858e-01
, -1.27336341e+00, -7.73387833e-01, 2.03003318e+02, 7.97613289e-01, 5.64410877e+00, -1.92186749e+00, 9.89000000e+02, 1.06100054e+00
, -1.30566203e+00, -7.99015544e-01, 2.04008110e+02, 8.30641941e-01, 7.70326281e+00, -3.11123490e+00, 9.72000000e+02, 1.24722759e+00
, -1.16628894e+00, -8.32434841e-01, 2.05005148e+02, 9.65960505e-01, 1.05640354e+01, -3.15668082e+00, 9.71000000e+02, 1.72591916e+00
, -1.11343506e+00, -8.55930497e-01, 2.06004096e+02, 1.05139761e+00, 1.26070518e+01, -6.34202003e+00, 9.63000000e+02, 2.11937714e+00
, -1.02280211e+00, -8.80286851e-01, 2.07010757e+02, 1.12391087e+00, 1.37084608e+01, -5.50022745e+00, 9.54000000e+02, 2.23606948e+00
, -9.15217961e-01, -9.22332339e-01, 2.08004200e+02, 1.19833928e+00, 1.48236675e+01, -3.11264896e+00, 9.50000000e+02, 2.29485356e+00
, -8.69224472e-01, -9.29192701e-01, 2.09003281e+02, 1.20923348e+00, 1.52549543e+01, -5.07201433e+00, 9.52000000e+02, 2.46244074e+00
, -8.47219599e-01, -9.49659305e-01, 2.10009118e+02, 1.14206386e+00, 1.55129414e+01, -4.72491074e+00, 9.48000000e+02, 2.24295504e+00
, -8.12655547e-01, -9.44590110e-01, 2.11003201e+02, 1.27857648e+00, 1.97298775e+01, -6.42429543e+00, 9.51000000e+02, 2.67691634e+00
, -7.25691632e-01, -9.65910941e-01, 2.12005182e+02, 1.23136682e+00, 1.94305344e+01, -5.48658991e+00, 9.45000000e+02, 2.47058290e+00
, -6.52851735e-01, -9.69750701e-01, 2.13009882e+02, 8.87343419e-01, 1.39014683e+01, -6.13240862e+00, 8.78000000e+02, 1.52231205e+00
, -4.91313071e-01, -9.97859800e-01, 2.14006045e+02, 8.23469419e-01, 1.73187008e+01, -5.73265886e+00, 8.76000000e+02, 1.73780929e+00
, -4.36039066e-01, -1.00000744e+00, 2.15005263e+02, 1.27995032e+00, 1.97184143e+01, -6.79398823e+00, 9.22000000e+02, 2.79281431e+00
, -3.68812695e-01, -1.07100715e+00, 2.16006035e+02, 9.27037599e-01, 1.89437733e+01, -4.98760319e+00, 8.62000000e+02, 1.79785350e+00
, -3.25767923e-01, -1.06041308e+00, 2.17003197e+02, 8.87098377e-01, 1.91195011e+01, -4.79485416e+00, 8.60000000e+02, 1.80148477e+00
, -2.89454394e-01, -1.04968119e+00, 2.18003358e+02, 9.24049481e-01, 1.93565731e+01, -8.22386074e+00, 8.51000000e+02, 1.84057809e+00
, -2.62857142e-01, -1.05667116e+00, 2.19008869e+02, 9.83572119e-01, 2.00061741e+01, -5.94971848e+00, 8.47000000e+02, 1.89402128e+00
, -2.15719757e-01, -1.07732535e+00, 2.20004277e+02, 9.79032851e-01, 2.04383869e+01, -4.79500008e+00, 8.48000000e+02, 1.89947598e+00
, -4.86262443e-02, -1.10363912e+00, 2.21003269e+02, 8.29361180e-01, 1.01708841e+01, -6.04392481e+00, 8.23000000e+02, 1.65684927e+00
, 1.05245638e-01, -1.04702287e+00, 2.22008946e+02, 9.98615553e-01, 1.11776505e+01, -1.10514174e+01, 8.20000000e+02, 1.80510216e+00
, 2.09004241e-01, -1.00962036e+00, 2.23003184e+02, 1.02020584e+00, 1.18296738e+01, -7.15191603e+00, 8.09000000e+02, 1.85160204e+00
, 2.66707057e-01, -9.77874773e-01, 2.24002331e+02, 9.94737503e-01, 1.19930210e+01, -5.51029730e+00, 7.81000000e+02, 1.69877344e+00
, 3.04569610e-01, -9.10393639e-01, 2.25005118e+02, 1.08914371e+00, 1.19179401e+01, -4.15813255e+00, 8.13000000e+02, 1.89762206e+00
, 3.81958418e-01, -8.59055656e-01, 2.26004115e+02, 1.05065867e+00, 1.32517796e+01, -7.30753231e+00, 7.92000000e+02, 1.82224138e+00
, 4.15174309e-01, -8.61880212e-01, 2.27003253e+02, 1.00409306e+00, 1.26196404e+01, -3.45001793e+00, 7.73000000e+02, 1.71090310e+00
, , -8.53627290e-01, 2.28008944e+02, 1.01956918e+00, 8.40610695e+00, -4.29928207e+00, 6.41000000e+02, 1.62124083e+00
, 6.10874348e-01, -8.29216772e-01, 2.29004186e+02, 9.87684604e-01, 1.26853485e+01, -6.32670832e+00, 7.71000000e+02, 1.69084589e+00
, 6.93146846e-01, -7.08238523e-01, 2.30004258e+02, 1.10419813e+00, 1.38228464e+01, -3.20909286e+00, 7.66000000e+02, 1.75221010e+00
, 7.30412672e-01, -6.73602595e-01, 2.31007097e+02, 9.97540158e-01, 1.06083746e+01, -5.78596258e+00, 7.44000000e+02, 1.70533799e+00
, 7.57090855e-01, -6.41892361e-01, 2.32006174e+02, 9.96902830e-01, 9.79613686e+00, -6.06314516e+00, 7.40000000e+02, 1.75096284e+00
, 8.12806290e-01, -5.84510401e-01, 2.33003260e+02, 9.78554470e-01, 1.04792051e+01, -5.40428543e+00, 7.26000000e+02, 1.88279877e+00
, , -6.12172213e-01, 2.34008014e+02, 9.89877428e-01, 9.82444382e+00, -6.05206776e+00, 7.47000000e+02, 1.87649286e+00
, , -6.33783787e-01, 2.35004187e+02, 1.08807728e+00, 8.96229172e+00, -5.47015285e+00, 6.50000000e+02, 1.80836606e+00
, , -6.38277977e-01, 2.36002255e+02, 1.18117816e+00, 1.24351692e+01, -6.52822161e+00, 6.47000000e+02, 1.95765878e+00
, , -6.80890260e-01, 2.37008190e+02, 1.19073854e+00, 1.77000427e+01, -7.93136263e+00, 6.34000000e+02, 2.12197801e+00
, , -6.73061538e-01, 2.38007170e+02, 1.30256261e+00, 1.46818371e+01, -4.48192978e+00, 6.30000000e+02, 2.04631144e+00
, , -6.81188929e-01, 2.39006169e+02, 1.23974315e+00, 1.43635626e+01, -4.27142477e+00, 6.31000000e+02, 2.02281962e+00
, , , 2.40009007e+02, , , , 0.00000000e+00, 
, , , 2.41002501e+02, , , , 0.00000000e+00, 
, , , 2.42007182e+02, , , , 0.00000000e+00, 
, , , 2.43004338e+02, , , , 0.00000000e+00, 
, , , 2.44004333e+02, , , , 0.00000000e+00, 
, , , 2.45002393e+02, , , , 0.00000000e+00, 
, , , 2.46008168e+02, , , , 0.00000000e+00, 
, , , 2.47002488e+02, , , , 0.00000000e+00, 
, , , 2.48003405e+02, , , , 0.00000000e+00, 
, , , 2.49011994e+02, , , , 0.00000000e+00, 
, , , 2.50006349e+02, , , , 0.00000000e+00, 
, , , 2.51009090e+02, , , , 0.00000000e+00, 
, , , 2.52009924e+02, , , , 0.00000000e+00, 
