# <defaultcodec>utf-8</defaultcodec>
Statistic export
Line 1: Line strain (technical) [%], Line 2: Line strain (technical) [%], Line 3: Line strain (technical) [%], Time [s], areaGB1 (Average): Epsilon X [%], areaGB1 (Maximum): Epsilon X [%], areaGB1 (Minimum): Epsilon X [%], areaGB1 (Points): Epsilon X, areaGB1 (Sigma): Epsilon X [%]
-5.16763891e-01, -4.40272289e-01, -5.19100309e-01, 1.47004210e+02, 1.02816922e-01, 9.20252621e-01, -7.40134239e-01, 7.39000000e+02, 1.57495882e-01
-5.52114028e-01, -4.41246322e-01, -5.21040657e-01, 1.48008124e+02, 1.02658857e-01, 9.41308081e-01, -1.04363704e+00, 7.39000000e+02, 1.62054387e-01
-5.39841664e-01, -4.55418897e-01, -5.25848170e-01, 1.49008029e+02, 1.05129992e-01, 9.30920720e-01, -1.12254548e+00, 7.39000000e+02, 1.62635713e-01
-5.36870195e-01, -4.59892331e-01, -5.36269882e-01, 1.50009860e+02, 1.06598981e-01, 9.48119164e-01, -6.51551247e-01, 7.39000000e+02, 1.53232398e-01
-5.22750052e-01, -4.62503606e-01, -5.40729083e-01, 1.51005506e+02, 1.07770424e-01, 9.63737369e-01, -9.31319952e-01, 7.39000000e+02, 1.67170633e-01
-5.64717122e-01, -4.59902482e-01, -5.38095788e-01, 1.52007131e+02, 1.08813351e-01, 9.10430491e-01, -6.95138812e-01, 7.39000000e+02, 1.60806423e-01
-5.83557376e-01, -4.74919062e-01, -5.47127761e-01, 1.53006184e+02, 1.11429845e-01, 9.38047111e-01, -3.85645658e-01, 7.39000000e+02, 1.61208831e-01
-5.67534680e-01, -4.83528216e-01, -5.45689981e-01, 1.54008917e+02, 1.09464408e-01, 1.00087059e+00, -6.54318690e-01, 7.39000000e+02, 1.57551862e-01
-5.85992336e-01, -4.62624004e-01, -5.54143258e-01, 1.55006228e+02, 1.10152486e-01, 1.01910818e+00, -8.33270907e-01, 7.39000000e+02, 1.64949665e-01
-5.73401390e-01, -4.81965729e-01, -5.62365131e-01, 1.56010073e+02, 1.11675533e-01, 1.03263497e+00, -9.52528358e-01, 7.39000000e+02, 1.65331676e-01
-5.74575058e-01, -4.94707049e-01, -5.63875651e-01, 1.57008075e+02, 1.12662619e-01, 1.06617248e+00, -1.10497248e+00, 7.39000000e+02, 1.68547878e-01
-5.97173943e-01, -4.89511657e-01, -5.66302736e-01, 1.58008020e+02, 1.07699345e-01, 1.06513667e+00, -1.14996159e+00, 7.39000000e+02, 1.68453437e-01
-5.83174681e-01, -4.96394444e-01, -5.79725226e-01, 1.59006194e+02, 1.23956360e-01, 1.04028451e+00, -7.99129605e-01, 7.39000000e+02, 1.61855029e-01
-5.83565383e-01, -4.99327094e-01, -5.71392122e-01, 1.60010950e+02, 1.19739102e-01, 1.03800225e+00, -7.73209810e-01, 7.39000000e+02, 1.61914654e-01
-6.05865126e-01, -5.09281630e-01, -5.90094485e-01, 1.61007308e+02, 1.16754461e-01, 9.97299790e-01, -7.31179774e-01, 7.39000000e+02, 1.63205295e-01
-6.03387670e-01, -5.09969547e-01, -5.87894961e-01, 1.62001354e+02, 1.22120426e-01, 1.06347322e+00, -9.68133271e-01, 7.38000000e+02, 1.70071391e-01
-6.44863160e-01, -5.39391234e-01, -6.13628199e-01, 1.63011919e+02, 1.14882035e-01, 1.09598041e+00, -6.78836882e-01, 7.39000000e+02, 1.71550294e-01
-6.04522810e-01, -5.21364789e-01, -5.89776537e-01, 1.64013756e+02, 1.18629946e-01, 1.07019687e+00, -1.06253004e+00, 7.39000000e+02, 1.69867574e-01
-5.98730365e-01, -5.30262781e-01, -5.98542295e-01, 1.65006254e+02, 1.24184458e-01, 1.16399765e+00, -5.81911922e-01, 7.39000000e+02, 1.66200817e-01
-6.17024365e-01, -5.29619504e-01, -6.02468243e-01, 1.66007376e+02, 1.22717803e-01, 1.08130717e+00, -1.06962264e+00, 7.39000000e+02, 1.75916285e-01
-6.22368075e-01, -5.17556955e-01, -5.96912980e-01, 1.67002294e+02, 1.28423803e-01, 1.11523998e+00, -5.94650149e-01, 7.38000000e+02, 1.69159587e-01
-6.41671179e-01, -5.46588446e-01, -6.13062808e-01, 1.68006222e+02, 1.24547363e-01, 1.08034337e+00, -1.24268734e+00, 7.39000000e+02, 1.74926897e-01
-6.73958920e-01, -5.76104050e-01, -6.47208883e-01, 1.69010079e+02, 1.26011193e-01, 1.19331431e+00, -7.43948460e-01, 7.39000000e+02, 1.72749089e-01
-6.44237330e-01, -5.61652117e-01, -6.38124020e-01, 1.70007158e+02, 1.29040648e-01, 1.09826839e+00, -4.78922576e-01, 7.39000000e+02, 1.71301144e-01
-6.55097444e-01, -5.66529105e-01, -6.35158188e-01, 1.71005210e+02, 1.35680029e-01, 1.20740104e+00, -5.88382304e-01, 7.39000000e+02, 1.72348985e-01
-6.70520650e-01, -5.64439228e-01, -6.33214302e-01, 1.72008124e+02, 1.35361731e-01, 1.22340739e+00, -5.20959616e-01, 7.39000000e+02, 1.70988222e-01
-6.61571662e-01, -5.65624017e-01, -6.47456958e-01, 1.73006474e+02, 1.33662705e-01, 1.24453378e+00, -1.02601600e+00, 7.38000000e+02, 1.76223062e-01
-6.56314761e-01, -5.69392478e-01, -6.34652947e-01, 1.74006202e+02, 1.33410788e-01, 1.21755338e+00, -1.14358115e+00, 7.39000000e+02, 1.83093085e-01
-6.69031556e-01, -5.77519235e-01, -6.56064962e-01, 1.75009128e+02, 1.33006895e-01, 1.18817782e+00, -1.12682128e+00, 7.39000000e+02, 1.82661558e-01
-6.68028734e-01, -5.87791608e-01, -6.60334922e-01, 1.76008236e+02, 1.35952223e-01, 1.20247245e+00, -1.14850521e+00, 7.38000000e+02, 1.79503446e-01
-6.79094310e-01, -5.92132938e-01, -6.70905859e-01, 1.77003517e+02, 1.37652719e-01, 1.22556710e+00, -1.06826878e+00, 7.39000000e+02, 1.83667220e-01
-6.86939861e-01, -5.95217988e-01, -6.66862608e-01, 1.78014661e+02, 1.41157889e-01, 1.19191766e+00, -4.75632727e-01, 7.39000000e+02, 1.79691439e-01
-7.04981409e-01, -6.08498445e-01, -6.67244360e-01, 1.79005368e+02, 1.40501979e-01, 1.20132732e+00, -4.36259955e-01, 7.39000000e+02, 1.78465163e-01
-6.90238817e-01, -5.97063371e-01, -6.64904453e-01, 1.80005224e+02, 1.44110750e-01, 1.21960700e+00, -9.80381310e-01, 7.38000000e+02, 1.83429818e-01
-6.90052265e-01, -5.97103312e-01, -6.61550224e-01, 1.81006165e+02, 1.43338359e-01, 1.25842083e+00, -6.87255204e-01, 7.38000000e+02, 1.82583483e-01
-7.09563154e-01, -6.16731672e-01, -6.82905934e-01, 1.82006269e+02, 1.44479749e-01, 1.29403067e+00, -5.43743134e-01, 7.39000000e+02, 1.81088302e-01
-7.06289469e-01, -6.15665770e-01, -6.80697674e-01, 1.83005453e+02, 1.44148937e-01, 1.29307270e+00, -8.99530888e-01, 7.39000000e+02, 1.88311448e-01
-6.83836554e-01, -6.11653187e-01, -6.84991475e-01, 1.84011903e+02, 1.46372562e-01, 1.30693686e+00, -1.00548482e+00, 7.39000000e+02, 1.93144576e-01
-7.11177994e-01, -6.17017888e-01, -6.91155609e-01, 1.85006442e+02, 1.49560881e-01, 1.30817962e+00, -6.17134213e-01, 7.39000000e+02, 1.89247583e-01
-7.26832952e-01, -6.35021379e-01, -6.97404904e-01, 1.86009937e+02, 1.48747228e-01, 1.29676449e+00, -1.07856560e+00, 7.39000000e+02, 1.90236789e-01
-7.09814727e-01, -6.24057341e-01, -7.02176466e-01, 1.87009131e+02, 1.51045468e-01, 1.25984597e+00, -6.90987885e-01, 7.39000000e+02, 1.85928494e-01
-7.12275606e-01, -6.37403951e-01, -7.04477880e-01, 1.88006210e+02, 1.51784943e-01, 1.30807269e+00, -9.78708446e-01, 7.38000000e+02, 1.94289027e-01
-7.32980264e-01, -6.41518112e-01, -7.08874781e-01, 1.89004311e+02, 1.52488838e-01, 1.30177951e+00, -4.70898628e-01, 7.39000000e+02, 1.84945503e-01
-7.34483240e-01, -6.55288451e-01, -7.16997049e-01, 1.90010066e+02, 1.50306386e-01, 1.37270641e+00, -1.49432218e+00, 7.39000000e+02, 2.03011662e-01
-7.58341085e-01, -6.40068771e-01, -7.18530006e-01, 1.91009271e+02, 1.51754821e-01, 1.32930958e+00, -1.00940132e+00, 7.39000000e+02, 1.94190993e-01
-7.67148255e-01, -6.49655488e-01, -7.29348996e-01, 1.92007054e+02, 1.52085829e-01, 1.35421145e+00, -1.08246243e+00, 7.39000000e+02, 1.97524999e-01
-7.51519147e-01, -6.61384052e-01, -7.26699242e-01, 1.93010099e+02, 1.54088212e-01, 1.25030959e+00, -5.58984816e-01, 7.39000000e+02, 1.90244463e-01
-7.93171679e-01, -6.67696887e-01, -7.42297777e-01, 1.94010093e+02, 1.56683395e-01, 1.27071214e+00, -5.25745809e-01, 7.39000000e+02, 1.96145003e-01
-7.59427138e-01, -6.63242507e-01, -7.25887185e-01, 1.95007271e+02, 1.57892551e-01, 1.23055828e+00, -5.44334173e-01, 7.38000000e+02, 1.89959954e-01
-7.87990651e-01, -7.03693496e-01, -7.82201257e-01, 1.96010959e+02, 1.48075811e-01, 1.32522547e+00, -8.79623532e-01, 7.39000000e+02, 1.99868218e-01
-7.78485022e-01, -6.88413564e-01, -7.56903060e-01, 1.97008177e+02, 1.57815307e-01, 1.34720230e+00, -5.60614109e-01, 7.38000000e+02, 1.94872170e-01
-7.79680382e-01, -6.80089592e-01, -7.57085829e-01, 1.98002447e+02, 1.55744120e-01, 1.33516026e+00, -6.00331783e-01, 7.39000000e+02, 1.98102294e-01
-7.96618324e-01, -6.89569090e-01, -7.60499466e-01, 1.99010080e+02, 1.56770393e-01, 1.30526567e+00, -8.91393304e-01, 7.39000000e+02, 2.03271054e-01
-7.91865486e-01, -6.89850697e-01, -7.72931375e-01, 2.00009966e+02, 1.55764270e-01, 1.33812702e+00, -9.46271896e-01, 7.39000000e+02, 2.03760311e-01
-7.95113345e-01, -7.08777966e-01, -7.70704598e-01, 2.01004547e+02, 1.61582253e-01, 1.32552361e+00, -6.05226159e-01, 7.38000000e+02, 2.03059384e-01
-7.90816635e-01, -7.01429954e-01, -7.73894885e-01, 2.02010010e+02, 1.58068119e-01, 1.27439308e+00, -9.63477910e-01, 7.39000000e+02, 2.01266881e-01
-7.86874191e-01, -7.08312391e-01, -7.75127658e-01, 2.03005430e+02, 1.65939710e-01, 1.28568721e+00, -5.95752597e-01, 7.38000000e+02, 2.02007157e-01
-7.99900897e-01, -7.31144163e-01, -7.90665876e-01, 2.04005397e+02, 1.58349807e-01, 1.28249550e+00, -5.78609049e-01, 7.38000000e+02, 2.10247236e-01
-8.20903818e-01, -7.37425099e-01, -8.12972504e-01, 2.05006282e+02, 1.58195169e-01, 1.30396724e+00, -8.70782733e-01, 7.39000000e+02, 2.12515348e-01
-8.29900163e-01, -7.23055393e-01, -7.88094019e-01, 2.06007280e+02, 1.64487038e-01, 1.27178895e+00, -5.86304605e-01, 7.39000000e+02, 2.12863859e-01
-8.87201013e-01, -7.80867100e-01, -8.52058156e-01, 2.08526423e+02, 1.41910961e-01, 1.37536788e+00, -2.04261422e+00, 7.39000000e+02, 2.69270832e-01
-8.70691444e-01, -7.70476097e-01, -8.38474033e-01, 2.09526373e+02, 1.40909268e-01, 1.36672282e+00, -2.34261394e+00, 7.38000000e+02, 2.84477101e-01
-8.63134006e-01, -7.53185338e-01, -8.26019967e-01, 2.10562374e+02, 1.57682411e-01, 1.31459808e+00, -1.66552532e+00, 7.35000000e+02, 2.59289328e-01
-9.21545079e-01, -7.78576816e-01, -8.44752606e-01, 2.13653297e+02, 1.70602919e-01, 1.26170492e+00, -1.26428580e+00, 7.34000000e+02, 2.57939336e-01
-9.08328574e-01, -7.85213682e-01, -8.62786976e-01, 2.17709435e+02, 1.89994782e-01, 1.29647267e+00, -8.47533524e-01, 7.34000000e+02, 2.56712832e-01
-9.27854290e-01, -7.95672756e-01, -8.61308846e-01, 2.18707463e+02, 1.86816276e-01, 1.28619504e+00, -1.32560503e+00, 7.34000000e+02, 2.64160338e-01
-9.33140630e-01, -7.88354360e-01, -8.66188184e-01, 2.19715019e+02, 1.88591044e-01, 1.26204085e+00, -1.06368816e+00, 7.34000000e+02, 2.62488041e-01
-9.32640651e-01, -7.82988732e-01, -8.72067551e-01, 2.20713134e+02, 1.93803476e-01, 1.10917795e+00, -1.38989687e+00, 7.34000000e+02, 2.59923641e-01
-9.32073601e-01, -7.94884212e-01, -8.71476526e-01, 2.21715078e+02, 2.09752521e-01, 2.77294707e+00, -9.55264509e-01, 7.33000000e+02, 2.93663666e-01
-9.37774368e-01, -8.14967599e-01, -8.85366815e-01, 2.22717082e+02, 2.03628182e-01, 1.17856622e+00, -9.48070765e-01, 7.34000000e+02, 2.60575740e-01
-9.46278089e-01, -8.12830999e-01, -8.99573733e-01, 2.23711397e+02, 2.08547846e-01, 2.26640463e+00, -9.07914817e-01, 7.33000000e+02, 2.84098309e-01
-9.43910529e-01, -8.06600698e-01, -8.91867789e-01, 2.25062464e+02, 2.21914288e-01, 1.70142770e+00, -9.39573407e-01, 7.34000000e+02, 2.78067695e-01
-9.83175700e-01, -8.58487944e-01, -9.39822920e-01, 2.26072023e+02, 2.25388381e-01, 1.72870195e+00, -7.45693922e-01, 7.34000000e+02, 2.82099170e-01
-9.72445285e-01, -8.37928767e-01, -9.25047192e-01, 2.27494373e+02, 2.28472702e-01, 2.73783350e+00, -1.71835828e+00, 7.38000000e+02, 3.79781867e-01
-3.99398023e+00, -6.41812711e-01, -9.28023571e-01, 2.29242294e+02, 7.42667243e-01, 1.71635399e+01, -8.29003048e+00, 6.95000000e+02, 2.09598830e+00
-4.14386210e+00, -7.76647517e-01, -9.43025459e-01, 2.30245130e+02, 6.95642968e-01, 1.74092922e+01, -4.91976452e+00, 6.79000000e+02, 2.07982221e+00
, -8.13645556e-01, -9.60838719e-01, 2.31241166e+02, 5.66673188e-01, 1.30123463e+01, -4.93019533e+00, 6.68000000e+02, 1.62546979e+00
, -8.44158040e-01, -9.70434548e-01, 2.32240268e+02, 7.48213372e-01, 1.97981281e+01, -5.27374411e+00, 5.94000000e+02, 2.22226827e+00
, , , 2.33261340e+02, , , , 0.00000000e+00, 
, , , 2.34269740e+02, , , , 0.00000000e+00, 
, , , 2.35455386e+02, 3.32132939e+00, 9.54549408e+00, -5.60594082e+00, 2.70000000e+01, 4.12320271e+00
, , , 2.36808214e+02, , , , 0.00000000e+00, 
, , , 2.37807311e+02, , , , 0.00000000e+00, 
, , , 2.38985370e+02, , , , 0.00000000e+00, 
, , , 2.39987213e+02, , , , 0.00000000e+00, 
, , , 2.41093212e+02, , , , 0.00000000e+00, 
, , , 2.42099286e+02, , , , 0.00000000e+00, 
, , , 2.43097278e+02, , , , 0.00000000e+00, 
, , , 2.44100036e+02, , , , 0.00000000e+00, 
, , , 2.45098138e+02, , , , 0.00000000e+00, 
, , , 2.46099206e+02, , , , 0.00000000e+00, 
, , , 2.47097297e+02, , , , 0.00000000e+00, 
, , , 2.48098276e+02, , , , 0.00000000e+00, 
, , , 2.49093446e+02, , , , 0.00000000e+00, 
, , , 2.50098285e+02, , , , 0.00000000e+00, 
, , , 2.51097348e+02, , , , 0.00000000e+00, 
, , , 2.52096272e+02, , , , 0.00000000e+00, 
, , , 2.53099369e+02, , , , 0.00000000e+00, 
, , , 2.54099253e+02, , , , 0.00000000e+00, 
, , , 2.55097225e+02, , , , 0.00000000e+00, 
, , , 2.56103358e+02, , , , 0.00000000e+00, 
, , , 2.57100192e+02, , , , 0.00000000e+00, 
